source,target,tgt_lng 
cloud storage system architecture,云存储系统架构,
master control server,主控服务器,
user device,用户设备,
client-server architecture,客户端-服务器架构,
computerized process,计算机化进程,
resource,资源,
file storage,文件存储,
file sharing,文件共享,
control server,控制服务器,
TTL inputs,TTL输入,
74LS09 quad 2-input AND gates,74LS09四路双输入与门,
Binary-Weighted-Input Digital-to-Analog Converter,二进制加权输入数模转换器,
resistor network,电阻网络,
digital code,数字码,
input resistors,输入电阻,
input voltage level,输入电压电平,
modulus-4,模4,
modulus-8,模8,
modulus-12,模12,
modulus-18,模18,
tabular form,表格形式,
Figure 8–60,图8–60,
FIGURE 1–17,图1-17,
FIGURE 1–18,图1-18,
Boolean law,布尔定律,
erase operation,擦除操作,
transistor source,晶体管源极,
digital cable TV,数字有线电视,
modulation state,调制状态,
Cache miss,缓存未命中,
Cache hit,缓存命中,
Asynchronous Clear,异步清零,
state variables,状态变量,
Flip-Flop Inputs,触发器输入,
Figure 9–28,图9-28,
FIGURE 9–54,图9-54,
frequencies,频率,
tone durations,音调持续时间,
tone,音调,
peripheral clock frequency,外设时钟频率,
audio tone,音频音调,
melodies,旋律,
Figure 6–60,图6-60,
Figure 6–61,图6-61,
BIN/OCT,二进制/八进制,
Point 1,点1,
Point 2,点2,
Point 3,点3,
Troubleshooting Common Faults,常见故障排查,
74HC00 pin diagram,74HC00引脚图,
FIGURE 5–64,图5-64,
Problem 30,问题30,
Figure 5–62,图5-62,
Figure 5–63,图5-63,
10 nanoseconds,10纳秒,
tW 5 25 ns,脉宽25纳秒,
BSY,BSY,
SEL,SEL,
RST,RST,
C/D,C/D,
MSG,MSG,
third row,第三行,
first column,第一列,
second column,第二列,
left three bits,左三位,
right three bits,右三位,
FIGURE 8–14 A parallel in/parallel out register,图8-14 并行输入/并行输出寄存器,
IMPLEMENTATION: 4-BIT PARALLEL-ACCESS SHIFT REGISTER,实现：4位并行访问移位寄存器,
Figure 8–15,图8-15,
sample-and-hold process,采样保持过程,
wrap-around adjacency,环绕相邻性,
Internal ROM Organization,内部ROM组织结构,
1024-bit device,1024位器件,
256 * 4 organization,256×4组织结构,
outputs,输出端,
ROM 256×4,ROM 256×4,
Powers of Ten,十的幂,
FRCNT,FRCNT,
FRCLOUT,FRCLOUT,
FRIN,FRIN,
std_logic_vector,标准逻辑向量,
CallEn,CallEn,
PanelCode,PanelCode,
CALL/REQ,呼叫/请求,
attention,注意,
talkers,发送者,
listeners,接收者,
GPIB instrument,GPIB仪器,
GPIB interface management lines,GPIB接口管理线,
load gate input,负载门输入,
standard TTL,标准TTL,
external capacitor,外部电容,
Slot 23,插槽23,
8-bits,8位,
Slot 24,插槽24,
FIGURE 13–47 T1 channel transmission,图13-47 T1信道传输,
frequency-division multiplexing (FDM),频分复用 (FDM),
band-pass (BP) filtering,带通 (BP) 滤波,
Firewire (IEEE 1394) bus,Firewire (IEEE 1394) 总线,
Illustration of direct addressing,直接寻址示意图,
SRG 4,SRG 4,
74HC195 4-bit parallel access shift register,74HC195 4位并行存取移位寄存器,
positive transition of the clock,时钟的正跳变,
stored data,存储的数据,
Q0 to Q3,Q0至Q3,
J and K,J和K,
serial data inputs,串行数据输入,
first stage of the register,寄存器的第一级,
serial output data,串行输出数据,
FF4,FF4,
FIGURE 8–4,图8-4,
FIGURE 8–5,图8-5,
8-bit serial in/serial out shift register,8位串入串出移位寄存器,
SRG 8,SRG 8,
FIGURE 6–58,图6-58,
Simplified data transmission system with error detection,带错误检测的简化数据传输系统,
internal parity checks,内部奇偶校验,
external data and address buses,外部数据和地址总线,
external system,外部系统,
data bytes,数据字节,
address parity check,地址奇偶校验,
decoupling capacitor,去耦电容,
SHIFT /LOAD,移位/加载,
gates G1 through G4,G1至G4门,
gates G5 through G7,G5至G7门,
parallel data-entry operation,并行数据输入操作,
Manchester encoded data,曼彻斯特编码数据,
decimal system,十进制系统,
base-ten system,十进制系统,
base-two system,二进制系统,
weights,权重,
74HC00 quad NAND gate IC,74HC00四路与非门集成电路,
protoboard,实验板,
Figure 7–93,图7-93,
C program statement,C程序语句,
ASCII Control Characters,ASCII控制字符,
control key,控制键,
CTRL,CTRL,
active-HIGH clock,高电平有效时钟,
BCD/DEC,BCD/十进制解码器,
PDI/O,PDI/O,
parallel data I/O,并行数据输入/输出,
output buffer,输出缓冲器,
internal memories,内部存储器,
accumulate,累加,
PCIe device,PCIe设备,
PCI-Express lane configurations,PCI-Express通道配置,
x16,x16,
x32,x32,
I/O components,输入/输出组件,
Vehicle Sensor,车辆传感器,
2-Bit Gray,2位格雷码,
dc supply voltage source,直流电源电压源,
Jack Kilby,杰克·基尔比,
8-bit converter,8位转换器,
12-bit converter,12位转换器,
16-bit DAC,16位数模转换器,
DAC testing,数模转换器测试,
Figure 12–31,图12-31,
Binary test sequence source,二进制测试序列源,
Example 2–11,例2-11,
BRA op-code,BRA操作码,
BRA instruction,BRA指令,
Program count,程序计数,
Address of relative address,相对地址的地址,
Relative address,相对地址,
branch address,分支地址,
FIGURE 11–40,图11-40,
EXAMPLE 11–2,例11-2,
64k,64k,
mechanical switch contact bounce,机械开关触点抖动,
Figure 7–6(a),图7-6(a),
1Q waveform,1Q波形,
Figure 7–30(b),图7-30(b),
1PRE,1PRE,
1CLR,1CLR,
1CLK,1CLK,
outlet valve logic,出口阀逻辑,
Temperature Control,温度控制,
Binary-to-BCD converter,二进制转BCD码转换器,
S Odd,S 奇,
S Even,S 偶,
FIGURE 6–56,图6-56,
parity error,奇偶校验错误,
© Even output,© 偶输出,
© Odd output,© 奇输出,
odd parity checker,奇校验器,
Traffic light,交通灯,
interface unit,接口单元,
Long trigger,长触发器,
Short trigger,短触发器,
rule 6,规则6,
rule 4,规则4,
fractional numbers,分数,
Decimal point,小数点,
base of 10,基数为10,
flip-flop circuit,触发器电路,
binary zero,二进制零,
binary three state,二进制三状态,
decoder output,解码器输出,
correct pulses,正确脉冲,
NOR logic circuit,或非逻辑电路,
Figure 5–28,图5-28,
Boolean,布尔,
FIGURE 10–5,图10-5,
PAL/GAL General Block Diagram,PAL/GAL通用框图,
Figure 10–6,图10-6,
16-bit address,16位地址,
64 kB memory,64 kB内存,
data word,数据字,
inlet flow,入口流量,
Flip-flop B,B触发器,
Flip-flop C,C触发器,
FIGURE 7–38,图7-38,
Figure 7–39,图7-39,
fin,fin,
R/2R Ladder Digital-to-Analog Converter,R/2R梯形数模转换器,
prime implicants,质蕴涵项,
Third bit,第三位,
first bit,第一位,
second bit,第二位,
Fourth bit,第四位,
Serial bits,串行位,
input line,输入线,
FIGURE 1–25,图1-25,
4-bit serial shift register,4位串行移位寄存器,
storage “cell”,存储“单元”,
divide-by-1000,分频1000,
modulus-1000,模1000,
"divide-by-10,000",分频10000,
Divide-by-20 counter,分频20计数器,
Divide-by-32 counter,分频32计数器,
Divide-by-160 counter,分频160计数器,
Divide-by-320 counter,分频320计数器,
EXAMPLE 7–10,例7-10,
Figure 7–41,图7-41,
Data Valid,数据有效,
Not Ready for Data,未准备好接收数据,
4-bit data words,4位数据字,
FIGURE 11–50,图11-50,
Irregular telemetry data,不规则遥测数据,
Constant rate,恒定速率,
Slow keyboard rate,慢速键盘速率,
Higher rate,更高速率,
Bursts,突发,
Irregular-rate data,不规则速率数据,
Constant-rate data,恒定速率数据,
Lower-rate data,低速率数据,
full-adder sum function,全加器求和函数,
2-input exclusive-OR gates,二输入异或门,
Figure 6–4(a),图6-4(a),
Convert decimal 2591 to hexadecimal,将十进制数2591转换为十六进制,
Hexadecimal Addition,十六进制加法,
hexadecimal digits 0 through 9,十六进制数字0至9,
decimal digits 0 through 9,十进制数字0至9,
hexadecimal digits A through F,十六进制数字A至F,
decimal numbers 10 through 15,十进制数字10至15,
active-LOW S - R latch,低电平有效的S-R锁存器,
IFC,IFC,
SRQ,SRQ,
synchronous input,同步输入,
OCT,八进制,
Table 15–2,表15-2,
4-bit adder,4位加法器,
LSB adder,最低有效位加法器,
FIGURE 9–39,图9-39,
control units,控制单元,
engine control unit,发动机控制单元,
cruise control,巡航控制,
power steering,动力转向,
audio system,音响系统,
airbags,安全气囊,
CAN buses,CAN总线,
CAN controller,CAN控制器,
Transceivers,收发器,
input lines,输入线,
Row 0,第0行,
Row 1,第1行,
Row 2,第2行,
Row 14,第14行,
Row 15,第15行,
Cell storing a 1,存储1的单元,
Cell storing a 0,存储0的单元,
conductive foam,导电泡沫,
electrostatic charge buildup,静电荷积聚,
grounded surface,接地表面,
metal plate,金属板,
poly-styrene foam,聚苯乙烯泡沫,
plastic trays,塑料托盘,
Digital Data Systems,数字数据系统,
Figure 13–39,图13-39,
Analog source,模拟源,
Demodulation,解调,
Detection,检测,
TABLE 9–5,表9-5,
3-bit up/down synchronous counter,3位上下同步计数器,
F09-22,F09-22,
4-bit synchronous binary up/down counter,4位同步二进制上下计数器,
FIGURE 8–52,图8-52,
Figure 8–6,图8-6,
Figure 8–50,图8-50,
Problem 11,问题11,
Figure 8–51,图8-51,
Q0 through Q7,Q0至Q7,
Figure 8–53,图8-53,
74xx32,74xx32,
74xx02,74xx02,
74xx27,74xx27,
Rectangular outline,矩形轮廓,
OR (≥ 1) qualifying symbol,或门（≥1）限定符号,
ANSI/IEEE Std. 91-1984/Std. 91a-1991,ANSI/IEEE Std. 91-1984/Std. 91a-1991,
logical addition,逻辑加法,
address of operand,操作数地址,
FIGURE 14–20 Illustration of indexed addressing,图14-20 索引寻址示意图,
NAND/NAND Implementation,NAND/NAND实现,
AND/OR function,AND/OR功能,
serial data-input waveform,串行数据输入波形,
data-output waveforms,数据输出波形,
bus protocols,总线协议,
PCI series,PCI系列,
FIGURE 7–53,图7-53,
The 555 timer,555定时器,
discharge transistor Q1,放电晶体管Q1,
Figure 7–54(a),图7-54(a),
trigger pulse,触发脉冲,
4-bit parallel in/serial out shift register,4位并行输入/串行输出移位寄存器,
F08-10,F08-10,
EXAMPLE 8–3,例8-3,
Figure 8–10(a),图8-10(a),
Global,全局,
FIGURE 10–22,图10-22,
registered logic function,寄存逻辑功能,
data path,数据路径,
SOP combinational logic output,SOP组合逻辑输出,
boundary scan test bit pattern,边界扫描测试位模式,
Figure 10–62,图10-62,
16-story building,16层建筑,
VHLD code,VHLD代码,
seven-segment decoder,七段译码器,
eight-floor building,八层建筑,
555 monostable circuit,555单稳态电路,
FIGURE 6–36,图6-36,
USB 3.1,USB 3.1,
10 Gbps,10 Gbps,
type C,Type-C,
Figure 13–66,图13-66,
Type A connectors,Type-A连接器,
hub,集线器,
7-variable SOP function,7变量SOP函数,
LUT outputs,LUT输出,
SDA,SDA,
SCL,SCL,
octal digit,八进制数字,
FIGURE 12–41,图12-41,
fetch phases,取指阶段,
instruction decode stage,指令解码阶段,
Figure 12–42,图12-42,
instruction dispatch,指令分发,
execute packets,执行包,
instruction decode,指令解码,
TABLE 12–3,表12-3,
data processing performance,数据处理性能,
Lead no.1,引脚1,
identifier,标识符,
14-pin small outline package,14引脚小外形封装,
surface mounting,表面安装,
Pin no.1,引脚1,
identifiers,标识符,
dot or notch,点或凹口,
14-pin dual in-line package,14引脚双列直插封装,
feedthrough mounting,通孔安装,
74LS122 one-shot,74LS122 单稳态触发器,
Figure 7–91,图 7–91,
SER,串行数据输入,
P09-58,P09-58,
P09-59,P09-59,
P09-60,P09-60,
biphase (Manchester) code,双相（曼彻斯特）编码,
Figure 13–17(a),图13-17(a),
Figure 13–17(b),图13-17(b),
enhancement MOSFETs,增强型MOSFET,
Figure 9–55(b),图9-55(b),
fiber-optic communications link,光纤通信链路,
sonar,声呐,
FF7,FF7,
ShiftLoad,ShiftLoad,
SL1–SL7,SL1–SL7,
FF0–FF7,FF0–FF7,
parallel load serial out,并行加载串行输出,
2-input TTL NAND gate,二输入TTL与非门,
multiple-emitter transistors,多发射极晶体管,
sensor outputs,传感器输出,
resistor,电阻,
LED current,LED电流,
FlrCodeOut,楼层代码输出,
Programming model of the elevator controller,电梯控制器的编程模型,
VHDL program code,VHDL程序代码,
Code Register,代码寄存器,
CALL/REQ Flip-Flop,CALL/REQ触发器,
Boundary-scan,边界扫描,
IDE,集成开发环境,
FIGURE 11–31,图11-31,
2048 * 8 EPROM,2048 * 8 EPROM,
output enable input,输出使能输入,
power-down/program input,掉电/编程输入,
VPP,VPP,
distinctive shape logic gate symbols,独特形状逻辑门符号,
rectangular outline logic gate symbols,矩形轮廓逻辑门符号,
open-collector drivers,开集电极驱动器,
FIGURE 8–58,图8-58,
4-bit bidirectional shift registers,4位双向移位寄存器,
8-bit bidirectional shift register,8位双向移位寄存器,
Figure 8–59,图8-59,
Section 8–4 Shift Register Counters,第8-4节 移位寄存器计数器,
applications program,应用程序,
word processing,文字处理,
accounting,会计,
tax preparation,税务准备,
circuit simulation,电路仿真,
graphic design,图形设计,
Removable storage,可移动存储,
AND-OR configuration,与或配置,
FIGURE 6–79,图6-79,
IC one-shot,集成电路单稳态,
R and C,外部电阻和电容,
2 kΩ internal timing resistor,2千欧内部定时电阻,
leading-edge clocked serial in/serial out shift register,上升沿触发的串入串出移位寄存器,
data-output waveform,数据输出波形,
8-bit register,8位寄存器,
Modulus-4 counter,模4计数器,
First fetch/Execute cycle,第一次取指/执行周期,
Second fetch/Execute cycle,第二次取指/执行周期,
Third fetch/Execute cycle,第三次取指/执行周期,
LDA indexed op-code,LDA索引操作码,
T1 transmission,T1传输,
193-bit frames,193位帧,
Figure 13–47,图13-47,
8-bit slots,8位时隙,
signaling bit,信令位,
Long trig,长触发,
Short trig,短触发,
timing,时序,
circuits,电路,
FIGURE 6–65,图6-65,
Figure 15–29,图15-29,
diode arrangement,二极管排列,
Figure 15–30,图15-30,
input A,输入A,
input B,输入B,
Q1 base-collector junction,Q1基极-集电极结,
Boolean output expressions,布尔输出表达式,
access protocols,访问协议,
data handling protocols,数据处理协议,
AND/OR,AND/OR,
FIGURE 3–88,图3–88,
Section 3–6,第3–6节,
Figure 3–79,图3–79,
CMOS logic gates,CMOS逻辑门,
BJTs,双极结型晶体管,
Figure 8–49,图8-49,
SRG 12,SRG 12,
SRG 10,SRG 10,
noise margins,噪声容限,
logic family,逻辑系列,
Figure 7–56,图7-56,
Figure 7–59,图7-59,
FIGURE 8–34 UART interface,图8-34 UART接口,
serial-to-parallel,串行转并行,
parallel-to-serial,并行转串行,
Figure 8–35,图8-35,
parallel conductors,并行导体,
Figure 7–62,图7-62,
ac power,交流电,
dc voltage,直流电压,
FA3,FA3,
FA4,FA4,
32 ns,32 纳秒,
4-bit parallel ripple carry adder,4位并行波纹进位加法器,
worst-case carry propagation delays,最坏情况进位传播延迟,
Full-adder 1,全加器1,
Full-adder 2,全加器2,
Full-adder 3,全加器3,
Boundary Scan Instructions,边界扫描指令,
BP register,BP 寄存器,
TDI/TDO path,TDI/TDO 路径,
external pin tests,外部引脚测试,
interconnection tests,互连测试,
CMOS HC series,CMOS HC系列,
TTL series,TTL系列,
Applied Logic Elevator Controller,应用逻辑电梯控制器,
Floor,楼层,
FlrCodeIn,楼层代码输入,
FLRCALL/FLRCNT,楼层呼叫/楼层计数,
TTL outputs,TTL输出,
Tri-state logic,三态逻辑,
Figure 15–62,图15–62,
ramp,斜坡,
EXAMPLE 7–7,例7-7,
Figure 7–27,图7-27,
FIGURE 11–16,图11-16,
positive number,正数,
FreqDivider,频率分频器,
MOS PROM,MOS可编程只读存储器,
metal links,金属链路,
nichrome,镍铬合金,
binary phase-shift keying,二进制相移键控,
BPSK,BPSK,
Word-Capacity Expansion,字容量扩展,
optoelectronic sensors,光电传感器,
Interface,接口电路,
Gate activation,闸门激活,
FIGURE 7–95,图7-95,
D input open,D输入开路,
QB output open,QB输出开路,
clock input to flip-flop B shorted,B触发器时钟输入短路,
gate G2 output open,G2门输出开路,
Block B,B块,
Block C,C块,
literal,字面量,
Electromechanical interface,机电接口,
Robotic unit,机器人单元,
Electronic controls,电子控制装置,
Robotic arm,机械臂,
Figure 2–6,图2-6,
associative law of multiplication,乘法结合律,
Figure 3–28,图3-28,
Bubble indicates an active-LOW output,气泡表示低电平有效输出,
Johnson counters,约翰逊计数器,
Four-bit Johnson sequence,四位约翰逊序列,
Five-bit Johnson sequence,五位约翰逊序列,
Even-parity generator,偶校验生成器,
EXAMPLE 5–4,例5-4,
exlusive-OR gates,异或门,
even-parity checker,偶校验检查器,
5-bit code,5位码,
Example 5–3,例5-3,
Figure 5–8,图5-8,
Error,错误,
Counters Implemented with Individual Flip-Flops,使用独立触发器实现的计数器,
Example 9–10,例9-10,
ORing,或运算,
polynomial division,多项式除法,
F06-44,F06-44,
EXAMPLE 6–14,例6-14,
data-input,数据输入,
data-select waveforms,数据选择波形,
Figure 6–45(a),图6-45(a),
truth Table 4–16,真值表4–16,
truth Table 4–17,真值表4–17,
EXAMPLE 5–6,示例5–6,
Table 5–5,表5–5,
FIGURE 9–31,图9-31,
Figure 9–32,图9-32,
FIGURE 3–11,图3-11,
Figure 1–62,图1–62,
serial transfer time,串行传输时间,
parallel transfer time,并行传输时间,
logic operation,逻辑运算,
input numbers,输入数字,
Table 2–4,表2-4,
CALCULATOR SESSION,计算器会话,
Conversion of a Decimal Number to an Octal Number,十进制数到八进制数的转换,
Convert decimal 439 to octal,将十进制数439转换为八进制数,
TI-36X,TI-36X,
Step 1,步骤1,
3rd,3rd,
Figure 15–13,图15-13,
internal voltage drop,内部电压降,
IC logic families,集成电路逻辑系列,
sampling pulses,采样脉冲,
harmonic frequencies,谐波频率,
sample waveform,采样波形,
interference,干扰,
frequency components,频率分量,
sampling waveform,采样波形,
analog waveform,模拟波形,
FIGURE 3–12,图3-12,
Figure 3–13,图3-13,
negative indicator,负指示符,
1’s complement circuit,一的补码电路,
multichannel logic analyzer probe,多通道逻辑分析仪探头,
pulse generators,脉冲发生器,
Figure 11–72,图11-72,
ROM tester,只读存储器测试仪,
Bottle not in place,瓶子未到位,
Bottle in place,瓶子已到位,
FIGURE 9–3,图9-3,
variable-modulus binary counter,可变模二进制计数器,
SECTION 9–1 CHECKUP,第9-1节检查,
Figure 13–43,图13-43,
JTAG interface,JTAG接口,
FIGURE P–74,图P–74,
FIGURE P–75,图P–75,
SPDT switches,单刀双掷开关,
level and flow sensor inputs,液位和流量传感器输入,
temperature indication,温度指示,
output states,输出状态,
Multisim circuit screen,Multisim电路屏幕,
ASRAM,异步静态随机存取存储器,
count sequence,计数序列,
preset count,预设计数,
Sampled-value representation,采样值表示,
FIGURE 1–1,图1-1,
Amplified audio signal,放大后的音频信号,
Original sound waves,原始声波,
Reproduced sound waves,重现的声波,
FIGURE 1–3,图1-3,
basic audio public address system,基本音频公共广播系统,
FIGURE 11–80,图11-80,
Example 11–1,例11-1,
excess-3 code,余3码,
serial form,串行形式,
Figure 1–13(a),图1–13(a),
Max cable length,最大电缆长度,
Maximum total length,最大总长度,
TABLE 13–6,表13-6,
TABLE 13–7,表13-7,
EXAMPLE 2–6,示例 2–6,
Figure 3–36,图3-36,
EXAMPLE 3–16,例3-16,
Std. 91a-1991,标准 91a-1991,
Chapter 8,第8章,
board standard digital logic,板级标准数字逻辑,
boundary scan down load,边界扫描下载,
bistable digital latch,双稳态数字锁存器,
SECTION 6–10 CHECKUP,第6-10节检查,
Figure 12–27,图12-27,
Timing circuits block,定时电路模块,
Combinational logic block,组合逻辑模块,
VHDL program codes,VHDL程序代码,
IC counters,集成电路计数器,
multitask,多任务,
Figure 15–45(c),图15-45(c),
UV rays,紫外线,
sonic waves,声波,
ham radio,业余无线电,
troposphere,对流层,
hydrosphere,水圈,
stratosphere,平流层,
IR-rays,红外线,
ultraviolet rays,紫外线,
1-line-to-4-line demultiplexer,1线到4线解复用器,
data-input line,数据输入线,
data-output line,数据输出线,
Product-term array,乘积项阵列,
Sum-term array,和项阵列,
hexadecimal symbol,十六进制符号,
four bits,四位比特,
waveform operation,波形操作,
time relationships,时间关系,
parity generators,奇偶校验生成器,
parity checkers,奇偶校验检查器,
bit errors,位错误,
data communications system,数据通信系统,
VHDL programs,VHDL程序,
bugs,错误,
Selection logic,选择逻辑,
ROM testing,ROM测试,
RAM testing,RAM测试,
Dynamic,动态,
Erasable,可擦除,
FIGURE 1–43,图1-43,
digital scope,数字示波器,
sampling process,采样过程,
FDM transmission,频分复用传输,
FIGURE 3–50,图3–50,
EXAMPLE 3–22,例3–22,
Figure 3–49(a),图3–49(a),
spikes,尖峰,
t_PHL,t_PHL,
FIGURE 13–18,图13-18,
EXAMPLE 13–2,例13-2,
Section Checkup,章节复习,
Figure P-4,图P-4,
Worked Examples and Related Problems,例题与相关习题,
FIGURE P-2,图P-2,
4BitComparator,4位比较器,
AequalB,A等于B,
Inputs and outputs,输入和输出,
logic tests,逻辑测试,
button,按钮,
horizontally,水平地,
vertically,垂直地,
program instructions,程序指令,
7-segment display devices,七段显示器件,
decimal readout,十进制读数,
Figure 6–33,图6-33,
present-state Karnaugh maps,现态卡诺图,
Data transmission modes,数据传输模式,
Serial and parallel data,串行与并行数据,
binary state 25,二进制状态25,
Modulus 26 counter,模26计数器,
FIGURE 9–2,图9-2,
fixed-modulus binary counter,固定模数二进制计数器,
Figure 9–75,图9-75,
tristate gate,三态门,
gate array,门阵列,
PAL/GAL,PAL/GAL,
Ultra320,Ultra320,
Ultra640,Ultra640,
SCSI Signals,SCSI信号,
Figure 12–29,图12-29,
Figure 12–30(a),图12-30(a),
FIGURE 9–8,图9-8,
Four-bit asynchronous binary counter,四位异步二进制计数器,
Open file F09-08,打开文件F09-08,
DIV 2,除以2,
DIV 4,除以4,
DIV 6,除以6,
DIV 8,除以8,
DIV 16,除以16,
39.4 kHz,39.4千赫兹,
DIV 3,除以3,
REQD,数据请求,
Requesting device (master),请求设备（主设备）,
FIGURE 5–30,图5-30,
NOR circuit,或非电路,
Figure 5–29,图5-29,
SECTION 5–4 CHECKUP,第5-4节复习,
temperature versus time,温度与时间,
temperature reading,温度读数,
sampled values,采样值,
discrete points in time,离散时间点,
24-hour period,24小时周期,
FIGURE 3–35,图3-35,
EXAMPLE 3–15,例3-15,
active-LOW decimal outputs,低电平有效十进制输出,
FIGURE 6–83,图6-83,
Section 6–11 Troubleshooting,第6-11节 故障排除,
Figure 6–84,图6-84,
Parallel bits,并行位,
FIGURE 1–26,图1-26,
4-bit parallel shift register,4位并行移位寄存器,
parallel register,并行寄存器,
parallel lines,并行线,
FIGURE 3–69,图3-69,
"Number Systems, Operations, and Codes",数制、运算与编码,
Figure 5–20,图5-20,
pF,皮法,
VEE,VEE,
High-Performance Silicon–Gate CMOS,高性能硅栅CMOS,
J SUFFIX,J后缀,
CERAMIC PACKAGE,陶瓷封装,
CASE 632-08,型号632-08,
N SUFFIX,N后缀,
PLASTIC PACKAGE,塑料封装,
Pin 4,第4引脚,
output pin,输出引脚,
pulse activity,脉冲活动,
Modulating waveform,调制波形,
PAM signal,PAM信号,
PWM signal,PWM信号,
sampling pulse waveform,采样脉冲波形,
Figure 1–33,图1-33,
electromagnetic field,电磁场,
high-power laser beam,高功率激光束,
magnetic particles,磁性颗粒,
FIGURE 7–12,图7-12,
74HC75 quad D latch,74HC75四路D锁存器,
3-bit flash ADC,3位闪存ADC,
Figure 12–12,图12-12,
Figure 12–13,图12-13,
VREF,VREF,
Figure 12–39,图12-39,
Figure 8–14,图8-14,
fetch operation,取指操作,
decode operation,解码操作,
NOT/OR,非/或,
Eight amplitude/phase combinations,八种幅度/相位组合,
3-bit groups,3位组,
twelfth clock pulse,第十二个时钟脉冲,
Figure 9–10(b),图9-10(b),
count eleven,计数十一,
count zero,计数零,
count twelve,计数十二,
12 decoder,12译码器,
FIGURE 9–25,图9-25,
UPDN,计数方向,
Q0-Q3,Q0-Q3,
Counter output,计数器输出,
Figure 5–57,图5-57,
Figure 5–58,图5-58,
Figure 8–9,图8-9,
positive edge-triggered D flip-flop,正边沿触发D触发器,
TABLE 5–3,表5-3,
Figure 9–69,图9-69,
FIGURE 10–66,图10-66,
FIGURE 10–67,图10-67,
expander product,扩展乘积项,
clock transition LOW to HIGH,时钟从低到高转换,
output level prior to clock transition,时钟转换前的输出电平,
negative-going edge,下降沿,
Enable A,使能A,
Enable B,使能B,
Bus line,总线,
FIGURE 13–92,图13-92,
Figure 13–93(a),图13-93(a),
select line,选择线,
select waveform,选择波形,
Figure 13–93(b),图13-93(b),
data bus waveforms,数据总线波形,
device output codes,设备输出代码,
Problem 21,问题21,
FIGURE 2–5,图2-5,
FIGURE 12–8,图12-8,
Figure 12–7,图12-7,
Quantization level,量化等级,
clock edge,时钟边沿,
74LS04,74LS04,
FIGURE P–46,图P–46,
4-to-16 line decoder,4线到16线译码器,
FIGURE P–47,图P–47,
CS,片选,
WE,写使能,
I,数据输入,
OE,输出使能,
DC CHARACTERISTICS,直流特性,
OPERATING TEMPERATURE RANGE,工作温度范围,
SN54/74LS00,SN54/74LS00,
Input LOW Voltage,输入低电平电压,
Input Clamp Diode Voltage,输入钳位二极管电压,
VIK,VIK,
ECL OR/NOR gate circuit,ECL或/或非门电路,
ECL series performance parameters,ECL系列性能参数,
Manufacturers,制造商,
communication,通信,
JTAG port pins,JTAG端口引脚,
Interrupt lines,中断线,
Key notch for 3.3 V cards,3.3V卡的关键凹槽,
Standby power,待机电源,
Bus reset,总线复位,
33 MHz/66 MHz clock,33 MHz/66 MHz时钟,
Bus grant motherboard to card,主板到卡的总线授权,
timing source,时序源,
timing section,时序部分,
crystal-controlled oscillator,晶体控制振荡器,
frequency stability,频率稳定性,
software development tool,软件开发工具,
EXAMPLE 5–8,示例5-8,
Figure 5–16,图5-16,
Figure 5–13,图5-13,
8-bit serial in/parallel out shift register,8位串行输入/并行输出移位寄存器,
programming operation,编程操作,
FIGURE 13–86,图13-86,
Figure 13–87,图13-87,
DI/O1-DI/O8,DI/O1-DI/O8,
DC Output Voltage,直流输出电压,
DC Input Current,直流输入电流,
Iin,Iin,
DC Output Current,直流输出电流,
FIGURE 9–40,图9-40,
Multiple-array memory,多阵列存储器,
Column address decoder,列地址解码器,
FIGURE 11–5,图11-5,
Units Digit,个位数,
Bit designation,位标识,
TABLE 6–7,表6-7,
Fast/Wide,快速/宽,
Ultra/Wide,超速/宽,
Ultra2,超速2,
Ultra2/Wide,超速2/宽,
Ultra160,超速160,
Figure 7–5(b),图7-5(b),
active-HIGH input S-R latch,高电平有效输入S-R锁存器,
Figure 7–5(a),图7-5(a),
TMS 3206000 series processors,TMS 3206000系列处理器,
ball grid array,球栅阵列,
CMOS technology,CMOS技术,
FIGURE 3–19,图3-19,
F03-19,F03-19,
fixed-function integrated circuit devices,固定功能集成电路器件,
Figure 9–23(b),图9-23(b),
Table 9–7,表9-7,
Traffic signal controller logic,交通信号控制器逻辑,
FIGURE 6–64 Block diagram of the traffic signal controller,图6-64 交通信号控制器的框图,
The Combinational Logic,组合逻辑,
Red,红灯,
Yellow,黄灯,
Green,绿色,
CTR DIV 8,CTR DIV 8,
CTR DIV 12,CTR DIV 12,
CTR DIV 4,CTR DIV 4,
CTR DIV 7,CTR DIV 7,
CTR DIV 5,CTR DIV 5,
Address code 101,地址码101,
address 5,地址5,
Write command,写入命令,
FIGURE 11–6,图11-6,
FIGURE 11–54,图11-54,
12-bit parallel adder,12位并行加法器,
LOW POWER SCHOTTKY,低功耗肖特基,
CERAMIC,陶瓷,
CASE 646-06,封装646-06,
enable pulse frequency,使能脉冲频率,
digital output sequence,数字输出序列,
Parallel expander terms,并行扩展项,
op-amp comparators,运算放大器比较器,
missing-code error,缺码错误,
Incorrect codes,错误码,
Visible light,可见光,
Wavelength,波长,
Inputs to VCC or ground,连接到VCC或地的输入,
Unused input,未使用的输入,
Unused gate,未使用的门,
FIGURE 5–19,图5-19,
Flip-flop stages FF0-FF3,触发器级FF0-FF3,
Function UpDown,UpDown函数,
J K inputs,J K输入,
