source,target,tgt_lng 
VIN = 28VDC,输入电压为28伏直流,
IOUT = 6A,输出电流为6安培,
N = 1/3,匝数比为1/3,
LPRI = 200mH,初级电感为200毫亨,
IPRI(PEAK) = 4.5A,初级峰值电流为4.5安培,
DI = 1A,电流纹波为1安培,
B0 = 2500 gauss,磁通密度为2500高斯,
PulseEngineering core #0128.005,PulseEngineering磁芯型号0128.005,
Ve = 13.3cm3,有效体积为13.3立方厘米,
Ae = 1.61cm2,有效截面积为1.61平方厘米,
le = 8.26cm,有效磁路长度为8.26厘米,
m = 2000,磁导率为2000,
Figure 5.49,图5.49,
Core Loss vs Flux Density,磁芯损耗与磁通密度关系曲线,
RMS noise measurement,均方根噪声测量,
Thermal voltmeter circuit,热式电压表电路,
Text Figure 12.2,教材图12.2,
RMS/DC converter,均方根/直流转换器,
LT1206,LT1206,
AC Voltmeter Evaluation,交流电压表校准,
Noise Source,噪声源,
S E C T I O N TH R E E,第三部分,
Linear Regulator Design,线性稳压器设计,
Figure 8.44,图8.44,
Cascoded MOSFETs,级联MOSFET,
500pF capacitor,500皮法电容,
3MW,3兆欧,
Figure 17.B9,图17.B9,
"November 10, 1988",1988年11月10日,
October 1988,1988年10月,
PZT Inverter,PZT逆变器,
Capacitive Loss,电容损耗,
Fully isolated limit comparator,完全隔离式限值比较器,
limit comparison,限值比较,
low level signals,低电平信号,
preset limit,预设限值,
process control applications,过程控制应用,
high commonmode voltages,高共模电压,
gain of 100 amplifier,增益为100的放大器,
interrogation pulse,询问脉冲,
echo pulse,回波脉冲,
floating elements,浮地元件,
Figure 27.13,图27.13,
‘above limit’ case,“高于限值”情况,
collector,集电极,
transformer’s secondary,变压器次级绕组,
Floating Output Option for Current Loop Transmitter,电流环路变送器的浮地输出选项,
Isolated Limit Comparator Waveforms,隔离式限值比较器波形图,
Figure 16,图16,
dominant pole,主极点,
TEC-thermistor,热电制冷器-热敏电阻,
CHAPTER 16,第16章,
300mA,300毫安,
Figure 33.102,图33.102,
Figure 33.99,图33.99,
Wideband Booster Stage,宽带助推级,
Figure 17.9,图17.9,
supply turn on,电源开启,
supply,电源,
laser voltage,激光器电压,
LTC1696 output,LTC1696输出,
Output (Trace B),输出（波形B）,
controlled damping,受控阻尼,
Power Supply Application,电源施加,
Q1’s Emitter,Q1发射极,
power gain,功率增益,
laser current (Trace E),激光器电流（波形E）,
Self-Enable Circuit,自使能电路,
spurious A1 outputs,误触发的A1输出,
supply ramp up,电源上升沿,
corrupting laser current,干扰激光器电流,
normal turn on,正常开启,
LTC1696 Overvoltage Threshold,LTC1696过压阈值,
unbiased,未偏置,
laser conducts current,激光器导通电流,
LT1071HV,LT1071HV,
Switch Output Voltage,开关输出电压,
Feedback Pin Voltage,反馈引脚电压,
Operating Junction Temperature Range,工作结温范围,
Commercial,商用级,
Industrial,工业级,
Military,军用级,
Storage Temperature Range,储存温度范围,
Lead Temperature,引脚温度,
Soldering,焊接,
SYMBOL,符号,
PARAMETER,参数,
CONDITIONS,条件,
MIN,最小值,
TYP,典型值,
LCD bias,LCD偏压,
Figure 3.23,图3.23,
micropower DC to DC converter,微功耗DC-DC转换器,
386SX processors,386SX处理器,
C H APTE R 3,第3章,
RSERIES,等效串联电阻,
VUVL,RUN电压,
VOUT(NOM),标称输出电压,
VOV,过压,
undervoltage lockout threshold,欠压闭锁阈值,
Di/Dt EMI problems,di/dt电磁干扰问题,
P-N junction diodes,PN结二极管,
soft recovery,软恢复,
Figure J11,图J11,
125mA,125毫安,
Figure 29.4,图29.4,
10W-1mF RC,10欧姆-1毫法RC电路,
strain bridge,应变电桥,
LT1021-5 reference output,LT1021-5基准输出,
differential amplifier A1-A3,差分放大器A1-A3,
Figure 29.3,图29.3,
Sampled Strain Gauge Bridge Signal Conditioner,采样式应变计电桥信号调理器,
Figure 31.37,图31.37,
LTC1064-2 Circuit,LTC1064-2电路,
Figure 31.38,图31.38,
THD + Noise,总谐波失真加噪声,
Input Frequency,输入频率,
Filter fCUTOFF = 8kHz,滤波器截止频率=8kHz,
fCLK = 800kHz,时钟频率=800kHz,
VIN = 1.5VRMS,输入电压=1.5VRMS,
Buffered Output,缓冲输出,
Figure 31.39,图31.39,
fIN = 2kHz,输入频率=2kHz,
Figure 31.40,图31.40,
Input Amplitude,输入幅度,
fIN = 1kHz,输入频率=1kHz,
Inverting Buffer,反相缓冲器,
Four Devices Superimposed,四器件叠加,
18th Order Elliptic Filter,18阶椭圆滤波器,
VIN = 3VRMS,输入电压=3VRMS,
VS = W7.5V,电源电压=W7.5V,
Op Amps = TL084,运算放大器=TL084,
fC = 40kHz,中心频率=40kHz,
common mode suppression circuits,共模抑制电路,
Figure 32.9,图32.9,
positive- to-negative converter,正负电压转换器,
100k-0.33mF RC filters,100 kΩ–0.33 mF RC滤波器,
ratio operation,比率运算,
Practical Instrumentation Amplifier-Based Bridge Circuit,实用型基于仪表放大器的电桥电路,
Servo Controlling Bridge Drive Eliminates Common Mode Voltage,伺服控制电桥驱动以消除共模电压,
0.1Hz to 10Hz Noise Testing Scheme,0.1 Hz至10 Hz噪声测试方案,
Low Noise Pre-Amplifier,低噪声前置放大器,
Peak to Peak Noise Detector,峰峰值噪声检测器,
Pre-Amplifier’s 160nV Noise Floor,前置放大器160 nV噪声基底,
Diode connected J-FET,二极管连接的结型场效应晶体管,
Teflon,聚四氟乙烯,
Input Common Mode Overdrive Generates Odd Outputs,输入共模过驱动产生奇数输出,
Figure 33.103,图33.103,
PNP power transistors,PNP功率晶体管,
Section 3,第3节,
High Frequency/RF Design,高频/射频设计,
digital communication systems,数字通信系统,
I/Q modulators,I/Q调制器,
RF transmitter system,射频发射系统,
phase and gain calibration,相位和增益校准,
baseband processor,基带处理器,
three-step measurement approach,三步测量法,
differential-to-single ended transition,差分到单端转换,
AD834,AD834,
Analog Devices AD834 Data Sheet,ADI公司AD834数据手册,
Reference 26,参考文献26,
50W terminated output,50欧姆端接输出,
single ended output,单端输出,
gain of two,两倍增益,
7.5V supply rails,7.5伏电源轨,
Waveforms for the Simple Fiber Optic Receiver,简易光纤接收机波形,
A1 (Trace B),A1（轨迹B）,
Input (Trace A),输入（轨迹A）,
Output (Trace C),输出（轨迹C）,
A Simple Fiber Optic Receiver,简易光纤接收机,
switch saturation effects,开关饱和效应,
duty cycles,占空比,
time variant currents,时变电流,
thermal probes,热探针,
socket and connector contact resistance,插座与连接器接触电阻,
capacitor data sheet,电容器数据手册,
copper resistance,铜电阻,
inductive components,电感元件,
magnetic characteristics,磁特性,
Simplified LT1074 Output Switch,简化型LT1074输出开关,
X10 preamplifier,×10前置放大器,
Auto-Zero,自动调零,
inner electrode,内电极,
outer electrode,外电极,
poling direction,极化方向,
bending moment,弯曲力矩,
piezoelectric device,压电器件,
mechanical loss,机械损耗,
electrical loss,电损耗,
Mechanical Stiffness,机械刚度,
Mass Resistance,质量阻抗,
Mechanical Resistance,机械阻抗,
Effective Series Reactance,等效串联电抗,
Electrode area,电极面积,
Dielectric thickness,介质厚度,
Electro-mechanical Linear Transducer Ratio,机电线性换能器系数,
Figure 26.25,图26.25,
Figure 26.26,图26.26,
1Hz to 30MHz V/F Converter,1 Hz至30 MHz压频转换器,
Fast V/F Ramp-Reset Detail,快速压频转换器斜坡复位细节,
100pF local compensation,100皮法局部补偿,
causal feedback,因果反馈,
Very Fast Amplifier with a Fast High Power Booster,超高速放大器与快速大功率升压器,
beads,磁珠,
CS/LD,片选/加载,
SCK,串行时钟,
SDI,串行数据输入,
coaxial connections,同轴连接,
misdemeanor case,轻罪案例,
probe connection,探针连接,
coaxial signal flow,同轴信号流,
cable signal transmission,电缆信号传输,
switching residuals,开关残余,
amplifier noise floor,放大器噪声基底,
Trigger Probe Ground Lead,触发探针接地引线,
Ground Loop-Induced Artifacts,接地环路引起的伪影,
amperes,安培,
maximum output power,最大输出功率,
physical size,物理尺寸,
inductance values,电感值,
inductor theory,电感器理论,
inductance value,电感值,
henries,亨利,
maximum energy storage,最大储能,
power loss,功率损耗,
Figure 5.47,图5.47,
Capacitor ESR vs Temperature,电容器等效串联电阻随温度变化,
pole-zero frequency compensation,极点-零点频率补偿,
overvoltage spikes,过电压尖峰,
Figure 5.23,图5.23,
Zener clamp voltage,齐纳钳位电压,
maximum allowed switch voltage,允许的最大开关电压,
"100mF to 10,000mF",100毫法至10000毫法,
"2,000mF",2000毫法,
Schottky TTL gate,肖特基TTL门电路,
LT1819,LT1819,
400MHz GBW,400兆赫增益带宽积,
95MHz,95兆赫,
adaptive triggering scheme,自适应触发方案,
5V trigger output,5V触发输出,
50:1 probe output range,50:1探头输出范围,
Q2’s emitter capacitor,Q2的发射极电容,
Q4’s emitter capacitor,Q4的发射极电容,
3MW units,3MΩ电阻,
Properly Adjusted Termination Minimizes Ringing with Small Amplitude Penalty,正确调整的端接以小幅度代价最小化振铃,
Trigger Probe Amplifier Analog (Trace A) and Digital (Trace B) Outputs,触发探头放大器模拟输出（轨迹A）和数字输出（轨迹B）,
LT1468,LT1468,
DAC-amplifier combination,DAC-放大器组合,
Sample Interval Zero,采样间隔零点,
Sample Transition Purity,采样跳变纯度,
Aberration,像差,
oscilloscope horizontal at 50ns per division,示波器水平档位50纳秒/格,
vertical sensitivity of 10mV per division,垂直灵敏度10毫伏/格,
5.1kW unit,5.1千欧单位,
Lock Circuit,锁存电路,
Sample Mode,采样模式,
Input-Output Delay,输入输出延迟,
250mV Gain Calibration Source,250毫伏增益校准源,
10V Reference Potential,10伏参考电位,
5.1k Resistor,5.1千欧电阻,
10kW Divider Output Impedance,10千欧分压器输出阻抗,
auto-zero circuitry,自动调零电路,
LT1236-5,LT1236-5,
C H A P T E R 3 5,第35章,
5-step procedure,5步流程,
5-nanoampere leakage,5纳安漏电流,
Figure 39,图39,
Pre-Amplifier Input Capacitor,前置放大器输入电容,
Capacitor Dielectric Absorption,电容介质吸收,
Wet Slug Tantalum Capacitors,湿式钽电解电容,
Power/Grounding/Shielding Scheme,电源/接地/屏蔽方案,
AC Line Originated Interference,交流线路引入干扰,
Current Monitor Loop,电流监测环路,
AC line RMS voltage regulator,交流线路均方根电压调节器,
SCR-Based Converter,晶闸管型转换器,
Figure 14.9,图14.9,
input ripple currents,输入纹波电流,
critical duty cycle point,临界占空比点,
two-phase circuit,两相电路,
PolyPhase technique,多相技术,
conventional paralleled regulators,传统并联稳压器,
number of paralleled channels,并联通道数,
number of phases,相数,
Normalized RMS Input Ripple Current,归一化输入纹波电流有效值,
Input Current Near Critical Duty Cycle In a 2-Channel,双通道下临界占空比附近的输入电流,
ungapped core,无气隙磁芯,
window area,窗口面积,
#16 wire,16号导线,
DC winding resistance,直流绕组电阻,
AC winding resistance,交流绕组电阻,
primary winding losses,初级绕组损耗,
primary AC RMS current,初级交流均方根电流,
Figure 5.50,图5.50,
secondary winding loss,次级绕组损耗,
Pin 15,引脚15,
flip-flop’s triggering threshold,触发器触发电平,
reference current,基准电流,
10k-10pF RC,10kΩ-10pF RC网络,
Fast V!F Step Response,快速压频转换器阶跃响应,
16-Bit A/D Waveforms,16位模数转换器波形,
switchcharge injection,开关电荷注入,
square wave output,方波输出,
op amp multivibrator,运算放大器多谐振荡器,
amplifier delays,放大器延迟,
output frequency,输出频率,
bridge components,桥路元件,
Amplifier input errors,放大器输入误差,
supply shifts,电源漂移,
output saturation,输出饱和,
supply asymmetry,电源不对称性,
Figure 32.29b,图32.29b,
Figure 32.30,图32.30,
Level Transducer Bridge Circuit,液位传感器电桥电路,
Classical Sampling Scope (C),经典采样示波器（C）,
Offset Generator,偏移发生器,
C H A P T E R 2 4,第24章,
TEC ControlLoop Model,热电制冷器控制环路模型,
Thermal Terms,热学参数,
Servo Amplifier Gain Bandwidth,伺服放大器增益带宽,
Instability,不稳定性,
Ambient-to-Sensor Lag Characteristic,环境至传感器滞后特性,
LaserModule,激光模块,
Package Thermal Resistance,封装热阻,
Package Thermal Capacity,封装热容,
Practical considerations in thermoelectric cooler based control loops,基于热电制冷器的控制环路中的实际考虑因素,
Figure 33.9,图33.9,
active probes,有源探头,
DC nulling,直流调零,
slideback,滑回,
DAC-amplifier settling time,DAC-放大器建立时间,
Figures 45-50,图45–50,
References 1 and 7 through 11,参考文献1以及7至11,
strain gauge bridge-based transducers,基于应变片电桥的传感器,
strain gauge bridge application,应变片电桥应用,
Figure 29.2,图29.2,
Thermocouple Signal Conditioner with Cold Junction Compensation,带冷端补偿的热电偶信号调理器,
switch transition times,开关转换时间,
"push-pull, step-up converter",推挽升压变换器,
Variable Delay Triggers a Subnanosecond Rise Time Pulse Generator,可变延迟触发亚纳秒上升时间脉冲发生器,
Charge Line,充电线,
Reference 17,参考文献17,
Slew rate verification,压摆率验证,
wideband amplifiers,宽带放大器,
CHAPTER 37,第37章,
I or Q baseband paths,I路或Q路基带通路,
Figure 41.5,图41.5,
broad-band communications channel,宽带通信信道,
Figure 41.1,图41.1,
2.14GHz Carrier,2.14 GHz载波,
Baseband I/Q W-CDMA Channel Selection,基带I/Q W-CDMA信道选择,
Uncalibrated Image,未校准镜像,
P. Stroet,P. 斯特罗特,
10nF ceramics,10纳法陶瓷电容,
4.7mF solid tantalums,4.7毫法固态钽电容,
Cahners Publishing Co.,卡纳出版社有限公司,
EEE Magazine,《电子工程与电子》杂志,
"Vol. 15, No. 8",第15卷第8期,
August 1967,1967年8月,
Murphy's law,墨菲定律,
High Frequency Amplifier Demonstration Board Schematic,高频放大器演示板原理图,
RMS theory,均方根理论,
test equipment recommendations,测试设备推荐,
noise theory,噪声理论,
noise diodes,噪声二极管,
voltage reference stability,电压基准稳定性,
reference noise,基准噪声,
instrumentation systems,仪器仪表系统,
stable resolution limits,稳定分辨率极限,
reference voltages,基准电压,
system power supply voltages,系统电源电压,
compressed signal processing range,压缩信号处理范围,
quantization uncertainty,量化不确定性,
A to D converters,模数转换器,
scales,电子秤,
infrared thermography,红外热成像,
medical imaging apparatus,医学成像设备,
0.3 ppm,0.3 ppm,
2.5 VOUT,2.5 V输出,
high order difficulty measurement,高难度测量,
low noise test fixture,低噪声测试夹具,
CHAPTER 45,第45章,
Transformer Types Used in Text Circuits,文本电路中使用的变压器类型,
References 16 and 17,参考文献16和17,
forward converter theory,正激变换器理论,
power transistors,功率晶体管,
common mode conducted EMI,共模传导电磁干扰,
normal mode voltage spikes,差模电压尖峰,
magnetic field sources of EMI,电磁干扰的磁场源,
reverse recovery times,反向恢复时间,
reverse diode voltage,二极管反向电压,
LT1070 switching frequency,LT1070开关频率,
diode forward current,二极管正向电流,
boost configuration,升压配置,
forward loss,正向损耗,
reverse recovery losses,反向恢复损耗,
hard turn-off diode,硬关断二极管,
Diode Turn-Off Characteristics,二极管关断特性,
50W-diode path,50欧姆二极管通路,
109,109型,
350ps rise time limit,350皮秒上升时间极限,
50V,50伏,
20+ years,20多年,
250ps rise time,250皮秒上升时间,
2ns circuit,2纳秒电路,
1A Pulse,1安培脉冲,
Self-Enable Comparator,自使能比较器,
amplifier output excursion,放大器输出过冲,
settling residue,稳定残余量,
time constants,时间常数,
nonlinear slew recovery,非线性压摆恢复,
tailing,拖尾,
Probes with Mismatched Delays,延迟不匹配的探头,
Time Skewing,时间偏斜,
Overdriven FET Probe,过驱动FET探头,
Waveform Distortion,波形失真,
Delayed Response,延迟响应,
"10X, 10pF ’Scope Probe",10倍、10皮法示波器探头,
Figure 1-14,图1-14,
3.5 nsec,3.5纳秒,
Tektronix 2465B 400 MHz Portable Oscilloscope,泰克2465B 400 MHz便携式示波器,
P6137 Passive Probes,P6137无源探头,
Tektronix 11A32 400 MHz plug-in,泰克11A32 400 MHz插件,
P6134,P6134,
Figure 1-13,图1-13,
Reference-10V,10V基准电压源,
Reference-5V,5V基准电压源,
coaxial components,同轴元件,
single rail amplifier,单电源轨放大器,
true zero volt output swing,真正零伏输出摆幅,
power supply bootstrapping scheme,电源自举方案,
clock output,时钟输出,
diode-capacitor charge pump,二极管-电容电荷泵,
V− terminal,负电源端子,
Clock tunable notch filter,时钟可调陷波滤波器,
Figure 36.28,图36.28,
Sinewave Output,正弦波输出,
DAC reference input step,DAC参考输入阶跃,
Sinewave Generation Code,正弦波生成代码,
Memory,存储器,
Notch Center Frequency,陷波中心频率,
tRR,反向恢复时间,
Inductor and transformer losses,电感器和变压器损耗,
Snubber losses,缓冲器损耗,
5V buck regulator,5V降压稳压器,
5V switching supplies,5V开关电源,
15V output,15V输出,
damper,阻尼器,
primary ringing,初级振铃,
5V input,5V输入,
flyback action,反激作用,
boost characteristic,升压特性,
Kettering ignition system,凯特林点火系统,
Flyback-Type Regulator,反激式稳压器,
Flyback Regulator’s Waveforms at 7W Loading,7W负载下反激稳压器的波形,
Figure 27.4,图27.4,
Linearized Methane Detector Waveforms,线性化甲烷检测器波形,
CMOS logic functions,CMOS逻辑功能,
A1’s internal oscillator,A1的内部振荡器,
acquire pulse,采样脉冲,
bridge’s output,电桥输出,
read pulse,读取脉冲,
High Precision Scale’s Heartbeat Output,高精度秤的心跳输出,
XY Recorder,XY记录仪,
Slew Limitations,压摆率限制,
Figure 12.11,图12.11,
LT1761-5,LT1761-5,
Figure 12.1,图12.1,
Butterworth Sections,巴特沃斯节,
SECTION THREE,第三部分,
pass element,通路元件,
on-impedance,导通阻抗,
follower,跟随器,
base,基极,
Low Noise LDO Regulator,低噪声低压差稳压器,
Linear Regulator Pass Element Candidates,线性稳压器通路元件候选方案,
"low noise, low dropout regulators",低噪声低压差稳压器,
carrier,载波,
"Wideband, low noise pre-amplifier",宽带低噪声前置放大器,
Wideband noise measurement,宽带噪声测量,
Wideband signals,宽带信号,
Wideband true RMS voltmeter,宽带真有效值电压表,
distortion characteristic,失真特性,
distortion vs. frequency,失真度与频率关系,
Wiens network,文氏网络,
Wimpy magnetic cores,弱磁性磁芯,
4-Wire remote sensing,四线远程传感,
Wire’s current,导线电流,
Wire’s inductance,导线电感,
Wiring drops,布线压降,
Worst-case full load noise,最坏情况满载噪声,
Worst-case magnetizing load noise,最坏情况励磁负载噪声,
Zener clamping,齐纳钳位,
source power biasing scheme,电源偏置方案,
Zener diodes,齐纳二极管,
Zener dissipation,齐纳耗散,
Zero-current state,零电流状态,
TestSetup,测试设置,
100mV Noise Floor,100 mV噪声底,
Figure 8.5’s Circuit,图8.5电路,
100mA Loading,100 mA负载,
Traces A and C,迹线A和C,
Traces B and D,迹线B和D,
Switching Transition’s Noise Signature,开关转换噪声特征,
Circuit’s Output Noise,电路输出噪声,
Switching Residue Characteristics,开关残余特性,
Switching Artifacts,开关伪影,
10Hz to 100kHz,10 Hz 至 100 kHz,
power supply rejection,电源抑制比,
load profile,负载特性,
discrete components,分立元件,
capacitor selection considerations,电容器选型考虑因素,
SECTION THREE Linear Regulator Design,第三部分 线性稳压器设计,
References 5 through 16,参考文献5至16,
Pulse generator output level shifting,脉冲发生器输出电平移位,
Pin 13,引脚13,
hysteresis,迟滞,
Figure 29.30,图29.30,
Figure 3-10,图3-10,
50Ω source resistance,50欧姆源电阻,
Circuit loading,电路负载,
Signal aberrations,信号失真,
Probe dynamic range,探头动态范围,
Probe dimensions,探头尺寸,
Environmental degradation,环境退化,
Ground-path effects,接地路径效应,
Impedance,阻抗,
Experimental Waveforms of Output Ripple Current Near Critical Duty Cycle Point,临界占空比点附近输出纹波电流的实测波形,
Inductor 1 Current,电感1电流,
Inductor 2 Current,电感2电流,
Measured Output Ripple Voltage,实测输出纹波电压,
VSW1,VSW1,
VSW2,VSW2,
Switch Node Voltages Across the Bottom FETs,下端场效应晶体管的开关节点电压,
Measured Output Voltage During Load Transients,负载瞬态期间实测输出电压,
Load Steps: 5A to 20A and 20A to 5A,负载阶跃：5 A 至 20 A 和 20 A 至 5 A,
50ms Rise and Fall Times,上升和下降时间均为50 ms,
Time Scale: 500ms/DIV,时间刻度：500 ms/格,
"References 7, 8 and 28",参考文献7、8和28,
ICRIT,临界电流,
L2,电感L2,
C5,电容C5,
negative buck regulator,负压降压稳压器,
Understanding and selecting RMS voltmeters,理解与选择真有效值电压表,
Silence of the amps,放大器的静音,
Capacitor plate area,电容器极板面积,
Relative dielectric constant,相对介电常数,
Dielectric constant of air,空气介电常数,
Voltage,电压,
Thickness,厚度,
Plate separation,极板间距,
Charge density,电荷密度,
Isotropic dielectrics,各向同性电介质,
Unpolarized state,未极化状态,
Poled state,极化状态,
Anisotropic materials,各向异性材料,
Mechanical force vector,机械力矢量,
Transformer Bandwidth Comparison: Magnetic vs Piezoelectric,变压器带宽对比：磁式与压电式,
magnetizing noise,励磁噪声,
Hot Spot,热点,
Figure I5,图I5,
150MHz Oscilloscope,150 MHz示波器,
tRISE = 2.4ns,上升时间2.4纳秒,
50MHz Instrument,50 MHz仪器,
"10V, 350ps Test Pulse",10伏、350皮秒测试脉冲,
7ns Rise and Fall Times,7纳秒上升和下降时间,
Note 9,注9,
References 1 and 7 through 10,参考文献1及7至10,
PZT Drive Power,压电陶瓷变压器驱动功率,
Resonance Control Loop,谐振控制环路,
Backlight Inverter,背光逆变器,
LT1375 Switching Regulator,LT1375开关稳压器,
Resonance Tap,谐振抽头,
High Voltage Output,高压输出,
Mechanical Filter,机械滤波器,
Unit A,A单元,
LT1004 reference source,LT1004基准源,
Pin 14B,14B脚,
Figure 25.14,图25.14,
J. Brubaker,J. 布鲁克尔,
P. Copley,P. 科普利,
J. Guerrero,J. 瓜雷罗,
F. Oprescu,F. 奥普雷斯库,
FET op amp,场效应管运算放大器,
pulse response,脉冲响应,
response components,响应分量,
selection,选择,
slew rate measurement,压摆率测量,
stabilized FET input,稳定场效应管输入,
thermocouple isolation,热电偶隔离,
pulse-width-modulation,脉宽调制,
time mark generator output,时间标记发生器输出,
unbypassed,未旁路的,
rise time measurement integrity,上升时间测量完整性,
Amplitude acceleration,幅度加速度,
Amplitude error probe compensation,幅度误差探头补偿,
Amplitude excursion,幅度偏移,
Amplitude response,幅度响应,
AM radio station,调幅广播电台,
FCC licensing,美国联邦通信委员会许可,
Analog circuits,模拟电路,
Analog-to-digital (A-to-D) conversion techniques,模数（A/D）转换技术,
conversion rate,转换速率,
Analog-to-digital converters (ADC),模数转换器（ADC）,
Figure 29.17,图29.17,
Figure 29.18,图29.18,
1.5V AA cell,1.5V AA电池,
Figure J1,图J1,
Amplitude Control Feedback Path,幅度控制反馈路径,
200ms Mechanical Delay,200毫秒机械延迟,
Dominant Pole Compensation,主极点补偿,
glop comp.,胶状补偿,
aircraft flap control servos,飞机襟翼控制伺服机构,
power plant generator stabilizing loops,电厂发电机稳定环路,
high side switch,高侧开关,
Equation (A4),式(A4),
Equation (A5),式(A5),
2-phase configuration,两相配置,
CHAPTER 14,第14章,
Mass,质量,
5kHz Square Wave,5 kHz方波,
Figure A11,图A11,
7500Hz Input,7500 Hz输入,
Figure A12,图A12,
5kHz Input,5 kHz输入,
7500Hz Square Wave,7500 Hz方波,
fCUTOFF =10kHz,截止频率=10 kHz,
C H A P TE R 3 1,第31章,
Typical Thermal Layout Considerations,典型热布局考虑因素,
Recommended Drift Test Circuit,推荐的漂移测试电路,
self-enable,自启用,
VSUPPLY = 4V,电源电压为4V,
Differentially Sensed Shunt Voltage,差分检测的分流电压,
Grounded Cathode Laser Drive,阴极接地型激光驱动,
Single Supply,单电源,
Loop and Enable Input Considerations,环路与使能输入考量,
Post-Trim Output Response,修调后输出响应,
Sample Command Turn-On,采样指令开启,
Note 10,注10,
74HC123 B2 input,74HC123 B2输入,
Note 11,注11,
DAC-amplifier compensation capacitor,DAC-放大器补偿电容,
probe ground strap,探头接地引线,
ground referred cable shield,接地参考电缆屏蔽层,
Figure 33.29,图33.29,
Rise and Fall Times,上升和下降时间,
Figure 33.30,图33.30,
GHz,吉赫兹,
RMS ! DC converters,均方根-直流转换器,
LTC1966/67/68,LTC1966/67/68,
AC line monitor,交流线路监测器,
pre-amplifiers,前置放大器,
quartz crystal RMS current meter,石英晶体均方根电流表,
crystal stabilized AC voltage reference,晶体稳频交流电压基准源,
RMS amplitude leveled random noise generator,均方根幅度恒定的随机噪声发生器,
RMS amplitude level controller,均方根幅度电平控制器,
standard boost converter,标准升压变换器,
Figure 5.30,图5.30,
T0-220 package,TO-220封装,
Figure B2*,图B2*,
Hewlett-Packard 54120B 12GHz Sampling Oscilloscope,惠普54120B型12 GHz采样示波器,
T. Hornak,T. 霍尔纳克,
Figure B3 *,图B3 *,
"low noise, low-dropout regulators",低噪声、低压差稳压器,
telecommunications,电信,
networking,网络,
"low noise, low dropout linear regulators",低噪声、低压差线性稳压器,
Figure 20.15,图20.15,
bridge-capacitor configuration,电桥-电容配置,
unipolar ground-referred ramp,单极性接地参考斜坡,
C1B’s output pulse,C1B输出脉冲,
positive tempco,正温度系数,
C1B’s trip voltage,C1B触发电压,
ratiometrically track,比例跟踪,
open loop,开环,
rectified and filtered bridge output signals,整流滤波后的电桥输出信号,
Level Transducer Digitizer Waveforms,液位传感器数字化器波形,
Shi,施,
Shield Capacity,屏蔽电容,
Lead Inductance,引线电感,
transformer fields,变压器场,
Teflon standoffs,聚四氟乙烯支撑架,
guarding,保护环技术,
Appendix C's Figure C7,附录C的图C7,
parallel set-up,并联设置,
top feedback resistor,上端反馈电阻,
reference voltage,基准电压,
RFB,RFB,
input ripple,输入纹波,
Bessel BPF,贝塞尔带通滤波器,
Noise Spectrum,噪声频谱,
Input Grounded,输入接地,
Total Wideband Noise = 130mVRMS,总宽带噪声 = 130 mVRMS,
Passband Phase Response,通带相位响应,
Linear Phase,线性相位,
Jitter-Free Clock,无抖动时钟,
10kHz voltage-to-frequency converter,10 kHz电压-频率转换器,
Micropower 10kHz V/F Converter,微功耗10 kHz电压-频率转换器,
R-C damper circuit,RC阻尼电路,
Output rectifiers,输出整流器,
R-C-D snubber,RC-D缓冲电路,
main inductor filtering,主电感滤波,
output filter inductor,输出滤波电感,
air core type,空心电感型,
Battery Backup Regulator,电池备份稳压器,
Serial Interface Digital Board,串行接口数字板,
Analog Board,模拟板,
Nylon Screws,尼龙螺钉,
BNC Connectors,BNC连接器,
Digital Board Ground,数字板地,
Analog Board Ground Entry Point,模拟板接地入口点,
Middle Banana Jack,中间香蕉插孔,
Vertical DAC Board,垂直DAC板,
Coaxial,同轴线,
Sample Switch Digital Section,采样开关数字部分,
Auto-Zero Board,自动调零板,
5A Output Capacity,5A输出能力,
Voltage/Current Slew Control,电压/电流压摆率控制,
Higher Input Voltages,较高输入电压,
Follower Loss,跟随器损耗,
71%,71%,
10W Output,10W输出,
Higher Frequency Residue,高频残余分量,
Optional LC Section,可选LC滤波段,
180mVP-P Wideband Noise Performance,180mVP-P宽带噪声性能,
Isolation,隔离,
Noise Immunity,抗噪声能力,
Circuit Operation,电路工作方式,
Critically Damped Response,临界阻尼响应,
Large-Signal Oscillation,大信号振荡,
Closed-Loop Bandwidth,闭环带宽,
Heating-Cooling Mode Gains,加热-冷却模式增益,
C H A P T E R 1 6,第16章,
current limit adjustment,电流限值调节,
soft starting,软启动,
total regulator shutdown,稳压器完全关断,
HP-3458 DVMs,HP-3458数字电压表,
Reference-Buffer Box,参考-缓冲器箱体,
Capacitor Case Bootstrap Connection,电容外壳自举连接,
Single Point Ground Mecca,单点接地圣地,
baseband frequencies,基带频率,
baseband signal generator phase error,基带信号发生器相位误差,
baseband delay error,基带延迟误差,
direct I/Q modulation scheme,直接I/Q调制方案,
broadband application,宽带应用,
S E C T I O N TH R E E High Frequency/RF Design,第三节 高频/射频设计,
Figures 27.11,图27.11,
Figures 27.12,图27.12,
Figures 27.14,图27.14,
Switch Slew Rates,开关压摆率,
Highest Slew Rate,最高压摆率,
Retarding Slew Rate,降低压摆率,
Lowest Noise Performance,最低噪声性能,
40kHz Switching Frequency,40 kHz开关频率,
2-Wire Virtual Remote Sense,两线式虚拟远端检测,
