source,target,tgt_lng 
Summing Op-Amp Circuit,求和运算放大器电路,
Unity-Gain Op-Amp Circuit,单位增益运算放大器电路,
virtual ground concept,虚地概念,
Valence shell,价电子层,
orbiting electrons,轨道电子,
Cascade amplifier,级联放大器,
Example 8.16,例8.16,
Fig. 8.48,图8.48,
Fig. 5.172,图5.172,
Fig. 5.63,图5.63,
AiL,负载电流增益,
energy band structure,能带结构,
impurity atoms,杂质原子,
boron,硼,
Group III,III族,
Fig. 1.9,图1.9,
covalent bonds,共价键,
lattice,晶格,
D-MOSFET,耗尽型MOSFET,
Fig. 8.37,图8.37,
op-amp circuits,运算放大器电路,
feedback connection,反馈连接,
amplifier output,放大器输出,
input mixer network,输入混频网络,
Simple block diagram of feedback amplifier,反馈放大器简化框图,
Fig. 15.30,图15.30,
Fig. 15.48,图15.48,
FIG. 15.46,图15.46,
FIG. 15.47,图15.47,
Problem 24,问题24,
Problem 25,问题25,
Problem 27,问题27,
Fig. 15.38,图15.38,
Fig. 15.40,图15.40,
transistor equivalent model,晶体管等效模型,
Fig. 5.5,图5.5,
System Analysis,系统分析,
Fig. 5.7,图5.7,
2N3821,2N3821,
TIMER IC UNIT,定时器集成电路单元,
resistors R A,电阻器R A,
resistors R B,电阻器R B,
Fig. 13.17,图13.17,
pin 6,引脚6,
pin 7,引脚7,
trigger level,触发电平,
Figure 13.18 a,图13.18a,
capacitor and output waveforms,电容器和输出波形,
time intervals,时间间隔,
dB,分贝,
LRAD,LRAD,
Long Range Acoustic Device,远程声学设备,
Hz,赫兹,
LRAD Corporation,LRAD公司,
Eq. (8.38),公式(8.38),
Fig. 8.27,图8.27,
IDQ,IDQ,
input,输入,
open-circuit potential,开路电位,
short-circuit maximum current,短路最大电流,
output voltages,输出电压,
series configuration,串联配置,
current versus voltage,电流与电压,
power,功率,
maximum power point,最大功率点,
EXAMPLE 14.6,例14.6,
Fig. 14.13,图14.13,
Voltage-shunt feedback amplifier,电压并联反馈放大器,
RC filter circuit,RC滤波电路,
series voltage regulator,串联稳压器,
Fig. 9.19,图9.19,
Fig. 9.14,图9.14,
3-dB,3分贝,
midband,中频段,
f = fL,f = fL,
Eq. (9.22),公式(9.22),
class A transformer-coupled amplifier,A类变压器耦合放大器,
Maximum Theoretical Efficiency,最大理论效率,
VCEmax,VCEmax,
VCEmin,VCEmin,
EXAMPLE 12.6,例12.6,
V(p),V(p),
bre,bre,
Fig. 5.126,图5.126,
T,温度,
hybrid transistor equivalent circuit,混合晶体管等效电路,
r(cid:3)ru,r(cid:3)ru,
1ro,1ro,
ac applications,交流应用,
anode 1,阳极1,
electrode 1,电极1,
anode 2,阳极2,
electrode 2,电极2,
Power dissipated by both power output transistors,两个功率输出晶体管消耗的功率,
Power amplifier,功率放大器,
Po(ac),交流输出功率,
Pi(dc),直流输入功率,
Power dissipated by both output transistors,两个输出晶体管消耗的功率,
Harmonic distortion components,谐波失真分量,
Fundamental amplitude,基波幅度,
Second harmonic amplitude,二次谐波幅度,
Third harmonic component,三次谐波分量,
Fourth harmonic component,四次谐波分量,
Distortion readings,失真读数,
Inverting constant-gain multiplier,反相恒定增益乘法器,
frequency stability,频率稳定性,
MHz,兆赫,
EXAMPLE 10.18,例10.18,
Tables 10.3 and 10.4,表10.3和表10.4,
EXAMPLE 10.19,例10.19,
Eq. (10.25),公式(10.25),
f max,f max,
Op-Amp Performance,运算放大器性能,
Figure 10.51,图10.51,
D-MOSFETs,D-MOSFET,
g m 0,g m 0,
loaded voltage gain,带载电压增益,
no-load level,空载水平,
impedance parameters,阻抗参数,
Eqs. (5.89) and (5.90),公式(5.89)和(5.90),
input side,输入侧,
internal source resistance,内源电阻,
Fig. 5.64,图5.64,
Fig. 17.39,图17.39,
E,发射极,
sensing electrode,感应电极,
FIG. 17.30,图17.30,
touch switch,触摸开关,
human body,人体,
programmable UJT,可编程单结晶体管,
anode voltage,阳极电压,
gate voltage,栅极电压,
Fig. 17.31,图17.31,
firing potential,触发电压,
capacitive element,电容元件,
IC Wien Bridge Oscillator,IC文氏电桥振荡器,
ideal op-amp equivalent circuit,理想运算放大器等效电路,
redrawn equivalent circuit,重绘等效电路,
Beta-stabilized circuit,贝塔稳定电路,
equivalent resistance,等效电阻,
reflected resistance,反射电阻,
base voltage,基极电压,
Direct Coupled amplifier,直接耦合放大器,
Example 4.26,例4.26,
Fig. 4.72,图4.72,
common-collector amplifier,共集电极放大器,
buffer,缓冲器,
Voltage-Divider Amplifier,分压放大器,
Miller output capacitance,米勒输出电容,
subminiature high-efficiency red solid-state lamp,超小型高效红色固态灯,
percent,百分比,
FIG. 5.125,图5.125,
Hybrid parameter variations with collector–emitter potential,混合参数随集电极-发射极电位的变化,
Noninverting constant-gain multiplier,同相恒定增益乘法器,
three-input summing amplifier circuit,三输入求和放大器电路,
input resistor,输入电阻,
h-parameter notation,h参数表示法,
Fig. 5.27,图5.27,
Fig. 5.28,图5.28,
impedance-matching,阻抗匹配,
r e equivalent circuit,r e 等效电路,
Current-controlled amplifiers,电流控制放大器,
Voltage-controlled amplifiers,电压控制放大器,
Southport,绍斯波特,
Gonville and Caius College,冈维尔与凯斯学院,
Cambridge University,剑桥大学,
AT&T Bell Labs,AT&T贝尔实验室,
National Science Board,国家科学委员会,
National Advisory Committee on Semiconductors,国家半导体咨询委员会,
Chicago,芝加哥,
Illinois,伊利诺伊州,
California Institute of Technology,加州理工学院,
Director of Solid-State Electronics Research,固态电子研究主任,
"Vice President, Research, Sandia Corporation",桑迪亚公司研究副总裁,
IRE,IRE,
Tau Beta Pi,Tau Beta Pi,
Eta Kappa Nu,Eta Kappa Nu,
differential input voltage,差分输入电压,
supply low level,电源低电平,
dc supply V,直流电源V,
Trace-Cursor-Display,轨迹-光标-显示,
Fig. 5.144,图5.144,
CB,共基极,
forward-biased junction,正向偏置结,
diode conduction time,二极管导通时间,
average current,平均电流,
Fig. 7.18,图7.18,
Fig. 7.17,图7.17,
closed switch,闭合开关,
open switch,断开开关,
small-signal characteristics,小信号特性,
Collector-Base Voltage,集电极-基极电压,
FM modulators,调频调制器,
automatic-frequency-control devices,自动频率控制装置,
adjustable bandpass filters,可调带通滤波器,
parametric amplifiers,参量放大器,
tuning network,调谐网络,
parallel LC combination,并联LC组合,
high-input amplifier,高输入放大器,
IB,基极电流,
Appendix A,附录A,
Fig. 5.116,图5.116,
two-port parameters,二端口参数,
Fig. 5.117,图5.117,
standard value,标准值,
ac design,交流设计,
EXAMPLE 8.15,例8.15,
Fig. 8.44,图8.44,
Example 8.14,例8.14,
Voltage-Divider Biasing Arrangement,分压偏置电路,
LM317,LM317,
EXAMPLE 15.15,例15.15,
FIG. 15.31,图15.31,
EXAMPLE 15.16,例15.16,
Fig. 8.11,图8.11,
Fig. 8.12,图8.12,
Saturation Conditions,饱和条件,
ICEQ,ICEQ,
Multistage effects,多级效应,
PSpice Model,PSpice模型,
AC Sweep Type,交流扫描类型,
relay coil,继电器线圈,
Fairchild transistor,仙童晶体管,
Gordon E. Moore,戈登·E·摩尔,
Fig. 3.33,图3.33,
45 nm lines,45纳米线,
Fig. 2.103,图2.103,
Fig. 2.104,图2.104,
Eq. 1.5,公式1.5,
Chapter 1,第1章,
DC equivalent circuits,直流等效电路,
AC equivalent circuits,交流等效电路,
RC filter section,RC滤波段,
voltage-divider action,分压作用,
capacitor ac impedance,电容交流阻抗,
Fig. 4.26a,图4.26a,
Fig. 4.26b,图4.26b,
DC gain,直流增益,
Fig. 9.52,图9.52,
low cutoff frequency,下限截止频率,
20-dB drop per decade slope,每十倍频程20分贝下降斜率,
Avmid,Avmid,
buffer amplifier,缓冲放大器,
Unity-gain (buffer) amplifier,单位增益（缓冲）放大器,
Display driver circuits,显示驱动电路,
lamp driver,灯驱动器,
LED driver,LED驱动器,
op-amp IC,运算放大器集成电路,
DC bias circuit,直流偏置电路,
VDQ,VDQ,
Fig. 2.3a,图2.3a,
Fig. 2.3b,图2.3b,
Fig. 11.2,图11.2,
Noninverting fixed-gain amplifier,同相固定增益放大器,
Fig. 11.3,图11.3,
Eq. (11.2),公式(11.2),
EXAMPLE 11.7,例11.7,
Fig. 11.10,图11.10,
gain factor,增益因子,
Fig. 11.11,图11.11,
op-amp stage,运算放大器级,
Subtraction circuit,减法电路,
EXAMPLE 11.8,例11.8,
Fig. 11.12,图11.12,
Circuit for Example 11.8,例11.8的电路,
bridge configuration,桥式配置,
JFET Common-Gate Configuration,JFET共栅极配置,
relative efficiency,相对效率,
watt,瓦特,
eye-response curve,眼响应曲线,
GaAsP red LED,GaAsP红色LED,
Average forward current,平均正向电流,
RC configuration,RC配置,
terminal resistance,端电阻,
Cutoff conditions,截止条件,
transistor inverter,晶体管反相器,
ICsat,ICsat,
dc Q-point,直流工作点,
dc resistance equivalent,直流电阻等效,
equivalent model,等效模型,
ac inputs,交流输入,
approximate equivalent model,近似等效模型,
BJT Voltage-Divider Configuration,BJT分压器配置,
electronic networks,电子网络,
VSIN,VSIN,
EXAMPLE 8.12,例8.12,
Fig. 8.40,图8.40,
Example 7.10,例7.10,
Voltage-summing amplifier,电压求和放大器,
Low-pass active filter cutoff frequency,低通有源滤波器截止频率,
High-pass active filter cutoff frequency,高通有源滤波器截止频率,
Schematic drawing,原理图绘制,
Program 11.1—Summing Op-Amp,程序11.1—求和运算放大器,
741 IC,741集成电路,
Fig. 11.35,图11.35,
mA741 op-amp,mA741运算放大器,
Fig. 7.31,图7.31,
Eq. (7.19),公式(7.19),
EXAMPLE 7.7,例7.7,
EXAMPLE 7.6,例7.6,
Fig. 7.32,图7.32,
Ideal semiconductor diode,理想半导体二极管,
Ideal characteristics,理想特性,
Actual characteristics,实际特性,
Darlington amplifiers,达林顿放大器,
Super SOTTM-3 package,Super SOTTM-3封装,
MPSA28,MPSA28,
Emitter-Base Voltage,发射极-基极电压,
LM2900,LM2900,
dual-in-line integrated circuit package,双列直插式集成电路封装,
common-base bias configuration,共基极偏置配置,
Fig. 6.31,图6.31,
LOW–POWER AUDIO,低功耗音频,
2N3797,2N3797,
Ideal Equivalent Circuit,理想等效电路,
diode model,二极管模型,
LM124,LM124,
Fig. 11.6,图11.6,
Table 10.4,表10.4,
Operating Characteristics,工作特性,
Unity gain bandwidth,单位增益带宽,
Section 5.14,第5.14节,
Fig. 5.60,图5.60,
Fig. 5.30,图5.30,
Fig. 5.31,图5.31,
Eq. (5.18),公式(5.18),
Darlington,达林顿,
Chapter 16,第16章,
Fig. 4.103,图4.103,
forward bias voltage,正向偏置电压,
0.7 V,0.7伏,
breakdown strength,击穿强度,
amplification,放大,
Fig. 4.104a,图4.104a,
RC,集电极电阻,
switching transistors,开关晶体管,
ts,存储时间,
td,延迟时间,
tr,上升时间,
tf,下降时间,
ton,开启时间,
no-load situation,空载情况,
no-load voltage gain,空载电压增益,
AvNLVi,AvNLVi,
n-channel enhancement MOSFET,N沟道增强型MOSFET,
n MOS transistor,N沟道MOS晶体管,
Fig. 10.24 a,图10.24a,
nMOS,N沟道MOS,
p MOS transistor,P沟道MOS晶体管,
Fig. 10.24 b,图10.24b,
FIG. 10.23 CMOS inverter circuit,图10.23 CMOS反相器电路,
Fig. 5.55,图5.55,
Fig. 5.22,图5.22,
V s,V s,
series-fed circuit,串联馈电电路,
transistor collector characteristic,晶体管集电极特性,
input ac base current,输入交流基极电流,
fundamental,基波,
periodic distorted waveform,周期性失真波形,
phase angles,相位角,
r (cid:7) d,r d,
Example 1.4,例1.4,
Fig. 5.45,图5.45,
Section 4.6,第4.6节,
Fig. 5.46,图5.46,
transistor output resistance r o,晶体管输出电阻r o,
Fig. 10.39,图10.39,
Fig. 10.40,图10.40,
NiCad,镍镉,
lead–acid,铅酸,
Fig. 9.76,图9.76,
Fig. 9.75,图9.75,
Fig. 9.74,图9.74,
Improved series regulator circuit,改进型串联稳压电路,
sensing resistors R 1 and R 2,采样电阻R 1和R 2,
semiconductor analog,半导体模拟,
electromechanical relay,机电继电器,
Triggering region,触发区域,
Common-mode connection,共模连接,
Double-Ended AC Voltage Gain,双端交流电压增益,
Common-Mode Operation of Circuit,电路的共模操作,
turn-off circuits,关断电路,
holding value,维持值,
diode clipper,二极管限幅器,
series clippers,串联限幅器,
parallel clippers,并联限幅器,
FIG. 2.14,图2.14,
Example 2.5,例2.5,
Fig. 2.15,图2.15,
Eq. (7.33),公式(7.33),
Fig. 7.36,图7.36,
Feedback Biasing Arrangement,反馈偏置结构,
Fig. 7.37,图7.37,
VRG,VRG,
Fig. 7.38,图7.38,
ID (mA),ID (mA),
C 1,C 1,
C 2,C 2,
I i,I i,
I o,I o,
Figure 12.12,图12.12,
current-controlled device,电流控制器件,
voltage-controlled device,电压控制器件,
drain-to-source impedance,漏源阻抗,
VGS = VP,VGS = VP,
dc current gain,直流电流增益,
base-to-emitter potential,基极-发射极电位,
MPSA 28 Darlington Amplifier,MPSA 28 达林顿放大器,
majority-carrier,多数载流子,
minority-carrier,少数载流子,
depletion regions,耗尽区,
Trace-Cursor,跟踪光标,
Probe Cursor box,探针光标框,
Fig. 9.65,图9.65,
Effect of Cs only,仅Cs的影响,
fLs,fLs,
Low-frequency response due to C s,由Cs引起的低频响应,
Effect of CC only,仅CC的影响,
Low-frequency response to C C,对CC的低频响应,
Fig. 13.9,图13.9,
339 comparator circuits,339比较器电路,
IC pins,集成电路引脚,
FIG. 13.8,图13.8,
Quad comparator IC,四路比较器集成电路,
V CB,V_CB,
Fig. 3.10c,图3.10c,
base to emitter,基极到发射极,
FIG. 3.9,图3.9,
Network Parameters,网络参数,
Fig. 9.45,图9.45,
corner frequency,拐角频率,
R C configuration,RC配置,
low-frequency region,低频区域,
A v,电压增益,
6 dB/octave,6分贝/倍频程,
Eq. (9.23),公式(9.23),
Fig. 5.67,图5.67,
EXAMPLE 5.14,例5.14,
Fig. 5.68,图5.68,
transistor emitter-follower configuration,晶体管射极跟随器配置,
no-load values,空载值,
loaded values,负载值,
total gain,总增益,
total current gain,总电流增益,
FIG. 9.3,图9.3,
log plot,对数图,
FIG. 9.4,图9.4,
Example 9.5,例9.5,
Eq. (9.9),公式(9.9),
Fig. 9.1,图9.1,
collector characteristics,集电极特性,
VCB,VCB,
push-pull circuit,推挽电路,
Darlington-connected transistors,达林顿连接晶体管,
pnp high-power transistor,pnp大功率晶体管,
Complementary-symmetry push–pull circuit,互补对称推挽电路,
Current-limiting voltage regulator,限流电压调节器,
Foldback-limiting series regulator circuit,折返限流串联调节电路,
AC Output Impedence,交流输出阻抗,
Packaged Darlington Amplifier,封装达林顿放大器,
Fig. 5.85,图5.85,
868 devices,868设备,
transparent insulating cap,透明绝缘帽,
megahertz range,兆赫兹范围,
6-pin model,6引脚型号,
Fig. 17.53,图17.53,
nanoamperes,纳安,
Gallium arsenide LED,砷化镓LED,
Power dissipation @ 25°C,25°C时的功耗,
Derate linearly from 25°C,从25°C起线性降额,
Continuous forward current,连续正向电流,
Detector silicon phototransistor,检测器硅光电晶体管,
Collector-emitter breakdown voltage,集电极-发射极击穿电压,
Emitter-collector breakdown voltage,发射极-集电极击穿电压,
free state,自由状态,
free,自由的,
fixed lattice structure,固定晶格结构,
electric fields,电场,
voltage sources,电压源,
potential,电势,
thermal energy,热能,
heat,热量,
intrinsic silicon material,本征硅材料,
cm 3,立方厘米,
series dc configuration,串联直流配置,
transformer primary,变压器初级,
ideal transformer,理想变压器,
output ac power,输出交流功率,
voltage delivered to the load,输送到负载的电压,
Fig. 7.85,图7.85,
Fig. 7.86,图7.86,
βIC,βIC,
FIG. 6.23,图6.23,
TABLE 6.2,表6.2,
Figure 10.7,图10.7,
differential input,差分输入,
differential output,差分输出,
Fig. 10.8,图10.8,
FIG. 10.4,图10.4,
Double-ended input with double-ended output,双端输入双端输出,
common-emitter voltage,共发射极电压,
collector bias voltage,集电极偏置电压,
AC Operation of Circuit,电路的交流操作,
Fig. 10.12,图10.12,
Vi1,Vi1,
Vi2,Vi2,
Vo1,Vo1,
Vo2,Vo2,
Fig. 10.13,图10.13,
Single-Ended AC Voltage Gain,单端交流电压增益,
Vo>Vi,Vo>Vi,
Fig. 10.14,图10.14,
relay controls,继电器控制,
time-delay circuits,延时电路,
regulated power suppliers,稳压电源,
static switches,静态开关,
motor controls,电机控制,
choppers,斩波器,
inverters,逆变器,
cycloconverters,周波变换器,
protective circuits,保护电路,
heater controls,加热器控制,
phase controls,相位控制,
induction heating,感应加热,
ultrasonic cleaning,超声波清洗,
Practical Op-Amp Circuits,实用运算放大器电路,
Fig. 9.32,图9.32,
Y-Axis Settings,Y轴设置,
operating frequency range,工作频率范围,
dc situation,直流情况,
Actual response,实际响应,
20 dB/decade,20分贝/十倍频程,
Donor ions,施主离子,
565,565,
PLL loop,锁相环回路,
Fig. 13.42,图13.42,
Fig. 13.43,图13.43,
dual-slope converter,双斜率转换器,
fixed time interval,固定时间间隔,
count interval,计数间隔,
Fig. 2.48,图2.48,
Eq. 4.44,公式4.44,
Eq. 5.101,公式5.101,
IE,发射极电流,
bD,达林顿β值,
VB,基极电压,
VE2,Q2发射极电压,
VBE1,Q1基射电压,
high-input-impedance network,高输入阻抗网络,
shaping elements,整形元件,
limiters,限幅器,
protective and limiting devices,保护和限幅器件,
Op-Amp Series Regulator,运算放大器串联稳压器,
Example 4.19,例4.19,
Fig. 4.54,图4.54,
LED1,LED1,
LED2,LED2,
Red (–),红色（负）,
Green (+),绿色（正）,
FIG. 2.140,图2.140,
DIODE CONFIGURATIONS,二极管配置,
Fig. 2.10,图2.10,
Fig. 2.11,图2.11,
Fig. 2.12,图2.12,
Current mirror connection,电流镜连接,
quasi-complementary circuit,准互补电路,
npn output transistors,npn输出晶体管,
Darlington transistors,达林顿晶体管,
Quasi-complementary push–pull transformerless power amplifier,准互补推挽无变压器功率放大器,
Current-Gain-Stabilized Circuit,电流增益稳定电路,
Beta-Independent,与贝塔无关的,
Fig. 4.63,图4.63,
emitter voltage VE,发射极电压VE,
EXAMPLE 4.25,例4.25,
Cascode Connection,共基共射连接,
Fig. 5.70,图5.70,
Fig. 5.71,图5.71,
Fig. 8.47,图8.47,
large-scale integrated circuits,大规模集成电路,
silicon devices,硅器件,
very large scale integrated circuits,超大规模集成电路,
photodetector devices,光电探测器,
maximum circuit efficiency,最大电路效率,
APPENDIX B,附录B,
Eq. (B.10),公式(B.10),
Vr (rms),Vr(有效值),
Vr (p@p),Vr(峰峰值),
u 1,u 1,
conduction starts,开始导通,
vRLC,vRLC,
FIG. B.4,图B.4,
V r (rms)> V m,V r(有效值)/V m,
high-cutoff frequency,高截止频率,
BW,带宽,
Fig. 9.62,图9.62,
fHi,fHi,
fLo,fLo,
output response,输出响应,
tilt,倾斜度,
FIG. 9.60,图9.60,
Harmonic content,谐波含量,
Junction FET,结型场效应晶体管,
MODEL PARAMETERS,模型参数,
NJF,NJF,
DEG C,摄氏度,
NODE VOLTAGE,节点电压,
VOLTAGE SOURCE CURRENTS,电压源电流,
Fig. 12.11,图12.11,
Example 12.4,例12.4,
Fig. 12.10,图12.10,
Fig. 2.186,图2.186,
Problem 42,问题42,
Problem 43,问题43,
Series clipper,串联限幅器,
Series clipper with a dc supply,带直流电源的串联限幅器,
Harmonic stort on,谐波失真开启,
Program 12.1—Series-Fed Class A Amplifier,程序12.1—串联馈电A类放大器,
Fig. 12.28,图12.28,
Figure 12.29,图12.29,
Figure 1.48a,图1.48a,
3.6-V diode,3.6伏二极管,
Fig. 1.48b,图1.48b,
clamping circuits,箝位电路,
square waves,方波,
sinusoidal signals,正弦信号,
sinusoidal response,正弦响应,
ideal diodes,理想二极管,
Cascaded FET amplifier,级联场效应管放大器,
two-port approach,二端口方法,
source-follower network,源极跟随器网络,
input and output networks,输入和输出网络,
BJT transistor configuration,双极结型晶体管配置,
infrared light,红外光,
electroluminescent devices,电致发光器件,
speed of light in a vacuum,真空中的光速,
voltmeters,电压表,
shunt regulator,并联稳压器,
JFET configuration,JFET配置,
emitter capacitor,发射极电容,
C E,C E,
r e equivalent model,re等效模型,
Fig. 5.29,图5.29,
Equations (5.5) to (5.10),方程(5.5)至(5.10),
EXAMPLE 5.3,例5.3,
Fig. 5.32,图5.32,
470 kΩ,470 kΩ,
40 kΩ,40 kΩ,
relative luminous intensity,相对发光强度,
Program 12.2,程序12.2,
Figure 12.31,图12.31,
quasi-complementary push–pull class B power amplifier,准互补推挽B类功率放大器,
Vi = 20 V( p),Vi = 20 V( p),
Fig. 12.32,图12.32,
ac output voltage,交流输出电压,
FIG. 12.31,图12.31,
Section 5.11,第5.11节,
EXAMPLE 11.6,例11.6,
Fig. 11.9,图11.9,
V 1,V1,
V 2,V2,
FIG. 11.8,图11.8,
Circuit for Example 11.6,例11.6的电路,
Circuit for subtracting two signals,两信号相减电路,
base–emitter circuit,基极-发射极电路,
emitter-bias network,发射极偏置网络,
primary side,初级侧,
reflected impedance,反射阻抗,
decibel gain,分贝增益,
power levels,功率电平,
Cascaded Stages,级联级,
transistor coupler,晶体管耦合器,
photo-Darlington,光电达林顿管,
photo-SCR,光电可控硅,
Detector output characteristics,检测器输出特性,
Relative output,相对输出,
frequency response curve,频率响应曲线,
8-pin DIP,8引脚双列直插封装,
10-pin flatpack,10引脚扁平封装,
I–V characteristics,电流-电压特性,
Fig. 17.60,图17.60,
Fig. 17.61,图17.61,
Effect of r o,r o 的影响,
High-Isolation AND Gate,高隔离与门,
Fig. 16.28,图16.28,
voltage-regulator system,稳压系统,
FIG. 16.26,图16.26,
Photoconductive cell-terminal characteristics,光电导电池端子特性,
Variation of Conductance with Temperature and Light,电导率随温度和光的变化,
Response Time versus Light,响应时间与光的关系,
Rise (seconds),上升（秒）,
Decay (seconds),衰减（秒）,
semiconductor electronic devices,半导体电子器件,
V,伏特,
Meter leads,仪表引线,
Control switch,控制开关,
Grounded to chassis,接地至底盘,
Rectifier (diode),整流器（二极管）,
configuration,配置,
Fig. 2.80,图2.80,
Example 2.19,例2.19,
Fig. 2.81,图2.81,
Fig. 2.68,图2.68,
series configurations,串联配置,
characteristic curve,特性曲线,
knee,膝点,
ohmmeters,欧姆表,
FIG. 1.30,图1.30,
laboratory bench,实验台,
Section 1.10,第1.10节,
sili- con semiconductor diode,硅半导体二极管,
Appendix D,附录D,
VDSQ,VDSQ,
Ii,输入电流,
Io,输出电流,
ac control,交流控制,
remote control,远程控制,
Fig. 7.66a,图7.66a,
RF pickup,射频拾取,
Gain control,增益控制,
S/N ratio,信噪比,
negative-resistance oscillator,负阻振荡器,
unstable negative-resistance region,不稳定负阻区,
stable operating point,稳定工作点,
ac equivalent model,交流等效模型,
small-signal configurations,小信号配置,
BJT amplifiers,双极型晶体管放大器,
dc biasing arrangement,直流偏置电路,
short-circuit equivalents,短路等效,
Example 2.4,例2.4,
Fig. 5.12,图5.12,
Fig. 5.13,图5.13,
Probe waveform,PROBE波形,
EXAMPLE 4.14,例4.14,
Fig. 4.42,图4.42,
compound semiconductors,化合物半导体,
forward bias potentials,正向偏置电位,
Reverse Transfer Capacitance,反向传输电容,
Noise Figure,噪声系数,
gate voltages,栅极电压,
gate-to-source bias voltage,栅源偏置电压,
source resistor,源极电阻,
C2 capacitor,C2电容,
JFET self-bias network,JFET自偏置网络,
Fig. 8.68,图8.68,
BJT ac networks,BJT交流网络,
Chapter 5,第5章,
Fig. 8.22,图8.22,
Fig. 8.23,图8.23,
Motion-Detection System,运动检测系统,
passive infrared (PIR),被动红外（PIR）,
infrared radiation,红外辐射,
temperature-sensing element,温度传感元件,
infrared band,红外波段,
Passive detectors,被动探测器,
Fig. 8.49,图8.49,
Examples 5.15 and 8.16,例5.15和例8.16,
Fig. 3.21,图3.21,
quasi-complementary amplifier,准互补放大器,
Maximum Po(ac),最大交流输出功率,
Maximum Pi(dc),最大直流输入功率,
Maximum %h,最大效率百分比,
Maximum power dissipated by both transistors,两个晶体管的最大耗散功率,
8-V rms,8伏均方根,
BJT logic gates,双极型晶体管逻辑门,
bandpass active filter,有源带通滤波器,
loaded gains,负载增益,
Zi2,Zi2,
Zi3,Zi3,
Zin,Zin,
Electron versus Hole Flow,电子与空穴流动,
vacancy,空位,
sound level,声级,
watts,瓦特,
filter capacitor circuit,滤波电容电路,
half-wave voltage-doubler circuits,半波倍压电路,
transformer secondary,变压器次级,
Voltage Tripler and Quadrupler,三倍压器和四倍压器,
peak input voltage,峰值输入电压,
LED chip,LED芯片,
PT chip,PT芯片,
FIG. 17.52,图17.52,
Litronix opto-isolators,Litronix光隔离器,
photo-detector,光电探测器,
transistor Darlington pair,晶体管达林顿对,
AC Input Impedance,交流输入阻抗,
Darlington pair,达林顿对,
Fig. 17.40,图17.40,
Fig. 17.41,图17.41,
BF 90,BF 90,
FIG. 12.29,图 12.29,
Analysis output for the circuit of Fig. 12.28,图 12.28 电路的分析输出,
FIG. 12.30,图 12.30,
Silicon Transistor Parameters,硅晶体管参数,
common-emitter collector characteristics,共射极集电极特性,
FIG. 5.180,图5.180,
Problems 47 and 49,问题47和49,
Darlington network,达林顿网络,
Fig. 5.181,图5.181,
RIPPLE r,纹波 r,
Eq. (B.9),公式(B.9),
Equation (B.10),方程(B.10),
V dc,V dc,
Analysis output,分析输出,
circuit,电路,
FIG. 2.72,图2.72,
sinusoidal supply voltage,正弦电源电压,
Fig. 2.71,图2.71,
regions,区域,
off,关断,
cascode amplifier circuit,共源共栅放大器电路,
dc bias voltages,直流偏置电压,
Fig. 3.18a,图3.18a,
diode network,二极管网络,
oscilloscope waveform,示波器波形,
constant-gain op-amp circuit,恒定增益运算放大器电路,
Fig. 14.12 a,图14.12a,
Fig. 14.2 b,图14.2b,
Fig. 9.43,图9.43,
Fig. 9.44,图9.44,
D1N4148,D1N4148,
Fairchild,仙童,
gold bond wires,金键合线,
copper frame,铜框架,
epoxy encapsulation,环氧树脂封装,
Fig. 2.63,图2.63,
EXAMPLE 2.17,例2.17,
Fig. 2.64,图2.64,
output dc level,输出直流电平,
Fig. 5.65,图5.65,
C G,CG,
fLG,fLG,
C C,C C,
Fig. 9.39,图9.39,
Fig. 9.27,图9.27,
Table 10.2,表10.2,
breakdown potential,击穿电位,
Fig. 7.28,图7.28,
Fig. 7.29,图7.29,
Fig. 14.5,图14.5,
Table 14.2,表14.2,
Kirchhoff voltage loop,基尔霍夫电压回路,
KVL,KVL,
FIG. 17.6,图17.6,
Forced-commutation technique,强制换流技术,
SCR CHARACTERISTICS AND RATINGS,SCR特性与额定值,
Fig. 17.7,图17.7,
Forward breakover voltage V(BR)F*,正向转折电压V(BR)F*,
conduction region,导通区,
FIG. 17.5,图17.5,
EXAMPLE 13.1,例13.1,
Fig. 13.18,图13.18,
Eqs. (13.3) through (13.6),公式(13.3)至(13.6),
LM111,LM111,
r e models,r e 模型,
Fig. 5.101,图5.101,
Eq. (5.142),公式(5.142),
OPERATIONAL 650 AMPLIFIERS,运算放大器 650,
Fig. 10.70,图 10.70,
Problem 11,问题 11,
Fig. 10.71,图 10.71,
Problems 12 and 28,问题 12 和 28,
Fig. 10.72,图 10.72,
Problem 13,问题 13,
Fig. 2.137a,图2.137a,
Fig. 2.137b,图2.137b,
CE unbypassed emitter-bias configuration,共发射极未旁路发射极偏置配置,
small-signal ac model,小信号交流模型,
LM124 IC,LM124集成电路,
LM358,LM358,
Fig. 11.53,图11.53,
Fig. 11.54,图11.54,
log-log plots,双对数图,
emitter voltages,发射极电压,
emitter currents,发射极电流,
collector voltage VC1,集电极电压VC1,
collector voltage VC2,集电极电压VC2,
dc version,直流版本,
Section 9.9,第9.9节,
FIG. 4.106,图4.106,
ideal BJT characteristics,理想BJT特性,
CCS,恒流源,
VR1,VR1,
Table 8.2,表8.2,
Fig. 9.38,图9.38,
two-transistor equivalent circuit,双晶体管等效电路,
turn-off network,关断网络,
Fig. 11.39,图11.39,
kHz,千赫兹,
