source,target,tgt_lng 
12V output voltage,12V输出电压,
auxiliary winding,辅助绕组,
LT1121 regulator,LT1121稳压器,
resistors R3 and R4,电阻R3和R4,
turns ratio of 1:1.8,匝数比1:1.8,
LTC1142 synchronous switch,LTC1142同步开关,
primary 5V inductor winding,主5V电感绕组,
continuous mode operation,连续导通模式运行,
TTL high,TTL高电平,
12V enable line,12V使能线,
"R1, R5 and switch Q1",电阻R1、R5和开关Q1,
pin 14,引脚14,
25mV offset,25mV偏置电压,
Application Note 54,应用笔记54,
LTC1142 Triple Output High Efficiency Power Supply,LTC1142三路输出高效率电源,
Figure 99.2,图99.2,
Figure 99.3,图99.3,
I2.9 = Proportional curve,I2.9 = 比例曲线,
I2.9 = 0 curve,I2.9 = 0 曲线,
single switch topology,单开关拓扑,
PWM control circuitry,PWM控制电路,
power module makers,电源模块制造商,
volt-second clamp,伏秒钳位,
prefabricated power modules,预制电源模块,
digital ICs,数字集成电路,
synchronous single switch forward converter,同步单开关正激变换器,
100W Forward Converter,100W正激变换器,
"5V, 2A regulator",5V、2A稳压器,
Figure 223.1,图223.1,
4-cell NiCd battery pack,4节镍镉电池组,
830M chipset,830M芯片组,
AGP graphics,AGP图形,
LDOs,低压差稳压器,
Figure 166.1,图166.1,
Table 166.1,表166.1,
Figure 33.2,图33.2,
Li-Ion Charger,锂离子电池充电器,
RC networks,RC网络,
phase network,相位网络,
comparator output spikes,比较器输出尖峰,
phase mismatch,相位失配,
LVDT excitation frequency,LVDT激励频率,
phase output ripple,相位输出纹波,
Circuit calibration,电路校准,
null (center) position,零点（中心）位置,
phase lead/lag network,相位超前/滞后网络,
Figure 487.2,图487.2,
Figure 487.1,图487.1,
LVDT signal conditioning,LVDT信号调理,
synchronous demodulation scheme,同步解调方案,
industrial and instrumentation applications,工业与仪器仪表应用,
input signal phase,输入信号相位,
flux leakage,磁通泄漏,
measurement circuit,测量电路,
thermal management,热管理,
green PC,绿色PC,
LTC1148-based circuit,基于LTC1148的电路,
P54-VR specification,P54-VR规范,
output voltage transient response,输出电压瞬态响应,
decoupling network,去耦网络,
AA cells,AA电池,
HP7100B strip chart recorder,HP7100B型记录仪,
Figure 139.1,图139.1,
micropower low dropout regulator IC,微功耗低压差稳压器集成电路,
step-down switcher,降压型开关电源,
Figure 139.2,图139.2,
step-down mode,降压模式,
alkaline 9V battery,碱性9伏电池,
Figure 139.3,图139.3,
step-up circuit,升压电路,
step-up mode,升压模式,
alkaline AA cells,碱性AA电池,
P54-VR,P54-VR,
1μF surface mount ceramics,1微法表面贴装陶瓷电容,
"220μF, 10V surface mount tantalums",220微法、10伏表面贴装钽电容,
processor socket,处理器插槽,
"330μF, 6.3V surface mount tantalums",330微法、6.3伏表面贴装钽电容,
5A load current,5安负载电流,
dV/dt failures,dV/dt失效,
150kHz,150千赫,
synchronous design,同步设计,
non-synchronous design,非同步设计,
regulator control loop,稳压器控制环路,
input/output differential,输入/输出压差,
Topside Ground Plane,顶层接地平面,
Input/Output Matching,输入/输出匹配,
stripline impedance,带状线阻抗,
terminating resistors,端接电阻,
demo board,演示板,
Separation of Input and Output Grounds,输入与输出接地分离,
USB/battery charging solution,USB/电池充电解决方案,
large transient environments,大瞬态环境,
Power-Path manager,Power-Path管理器,
USB power manager/Li-Ion battery charger,USB电源管理器/锂离子电池充电器,
LT3480 HV step-down regulator,LT3480高压降压稳压器,
Automotive power systems,汽车电源系统,
GPS systems,GPS系统,
music/video players,音视频播放器,
FireWire System,FireWire系统,
LTC1148-3.3,LTC1148-3.3,
"continuous, constant off-time control",连续恒定关断时间控制,
Figure 21.3,图21.3,
shunt resistor,分流电阻器,
through hole assembly,通孔装配,
minicomputers,小型计算机,
workstations,工作站,
Table 21.1,表21.1,
Table 21.2,表21.2,
5V to 3.3V,5V至3.3V,
Application Note 55,应用笔记55,
Figure 12.1,图12.1,
Intel IMVP-III,英特尔IMVP-III,
voltage regulator design,电压调节器设计,
battery mode,电池模式,
deep sleep mode,深度睡眠模式,
deeper sleep mode,更深睡眠模式,
high to low load transients,高至低负载瞬态响应,
Intel Mobile Voltage Positioning,英特尔移动电压定位,
IMVP,IMVP,
Figures 12.2 and 12.3,图12.2和图12.3,
20 minutes,20分钟,
continuous full-load operation,连续满载运行,
open air,开放空气环境,
25°C ambient environment,25°C环境温度,
no ventilation,无通风,
65°C,65°C,
LTC3716 2-phase solution,LTC3716双相解决方案,
true current mode control,真正电流模式控制,
accurate current sharing,精确电流均流,
±1% reference precision,±1%基准精度,
adjustable soft-start,可调软启动,
input range,输入电压范围,
circuit protection features,电路保护功能,
LTC3716 data sheet,LTC3716数据手册,
Figure 12.2,图12.2,
Figure 12.3,图12.3,
SP output capacitors,SP输出电容器,
output excursion,输出偏移,
specification limits,规格限值,
LT1078,LT1078,
LT1079,LT1079,
LT1179,LT1179,
3V lithium batteries,3伏锂电电池,
Figure 375.1,图375.1,
Pulse Engineering,Pulse Engineering,
PWM mode,脉宽调制模式,
CCFL current,冷阴极荧光灯电流,
CT pin,CT引脚,
Royer transformer,罗耶变压器,
RMAX resistor,RMAX电阻,
CCITT,国际电报电话咨询委员会,
V.28,V.28,
Table 394.1,表394.1,
Figure 189.5,图189.5,
NEGB,NEGB,
DRAIN pin,漏极引脚,
Figures 189.2–189.5,图189.2–189.5,
Figure 189.6,图189.6,
TransZorb,TransZorb,
Schottkys,肖特基二极管,
RTNA and NEGA,RTNA与NEGA,
RTNB and NEGA,RTNB与NEGA,
GND Misconnected to NEGB,接地误接至NEGB,
60dB CMRR,60分贝共模抑制比,
160mW,160毫瓦,
AC or DC,交流或直流,
Figure 356.1,图356.1,
successive approximation register ADC,逐次逼近寄存器型模数转换器,
−84dB,−84分贝,
625kHz Nyquist bandwidth,625千赫奈奎斯特带宽,
0.8LSB,0.8最低有效位,
linearity error,积分非线性误差,
0.5LSB,0.5最低有效位,
10ppm/°C,10ppm/°C,
curvature corrected,曲率校正,
Figure 28.2,图28.2,
split secondary windings,分接次级绕组,
buck switching regulators,降压型开关稳压器,
Darlingtons,达林顿管,
composite PNP switching transistor,复合PNP开关晶体管,
Figure 28.3,图28.3,
current mode switching regulator,电流模式开关稳压器,
40kHz repetition rate,40 kHz重复频率,
floating input low saturation loss buck regulator,浮地输入低饱和损耗降压稳压器,
LTC SPICE diskette,LTC SPICE软盘,
"Krajewska, G.","克拉耶夫斯卡（Krajewska, G.）",
"Holmes, F.E.","霍姆斯（Holmes, F.E.）",
Figure 449.2A,图449.2A,
Figure 449.2B,图449.2B,
Figure 87.3,图87.3,
0.8V reference,0.8 V基准电压,
1% output voltage accuracy,1%输出电压精度,
overvoltage “soft-latch”,过压“软锁存”,
overcurrent latch-off timer,过流锁存关断定时器,
standby linear voltage regulators,待机线性稳压器,
loop bandwidth,环路带宽,
printed circuit board design,印制电路板设计,
5V/3.3V/12V Portable Power Supply,5 V / 3.3 V / 12 V便携式电源,
active filters,有源滤波器,
Figure 442.1,图442.1,
Figure 442.2,图442.2,
Figure 442.3,图442.3,
IEEE 802.3,IEEE 802.3,
ECMA 200-V,ECMA 200-V,
isolated flyback mode,隔离反激模式,
Figure 237.1,图237.1,
Table 237.1,表237.1,
LTC’s Application Note 19,凌力尔特公司应用笔记19,
William C. Rempfer,William C. Rempfer,
true 16-bit resolution and linearity,真正16位分辨率和线性度,
DAC8043,DAC8043,
DAC8143,DAC8143,
AD7543,AD7543,
CMOS current output DACs,CMOS电流输出数模转换器,
precision thin-film resistors,精密薄膜电阻,
R/2R architecture,R/2R架构,
SPI/MICROWIRE compatible serial interfaces,SPI/MICROWIRE兼容串行接口,
asynchronous clear input,异步清零输入,
power-on reset,上电复位,
LT1675-1,LT1675-1,
Figure 323.1,图323.1,
Table 323.1,表323.1,
Figure 323.2,图323.2,
Figure 323.3,图323.3,
SSOP package,SSOP封装,
controlled constant on-time,受控恒定导通时间,
valley current mode architecture,谷值电流模式架构,
supply glitches,电源毛刺,
power supply isolation controller,电源隔离控制器,
Figure 261.1,图261.1,
Safe hot swapping,安全热插拔,
Figure 264.1,图264.1,
Figure 28.1,图28.1,
UXGA-resolution,超扩展图形阵列分辨率,
RGB,RGB,
2:1 input-port buffered multiplexer,2:1输入端口缓冲多路复用器,
UXGA fixed gain triple amplifiers,UXGA固定增益三通道放大器,
HD component video,高清分量视频,
soft reset,软复位,
GND pin,GND引脚,
Figure 264.2,图264.2,
data bus switch,数据总线开关,
host side,主机侧,
2.45V undervoltage lockout threshold,2.45 V欠压闭锁阈值,
20μA current reference,20 μA电流基准,
RAMP,RAMP,
CPON,CPON,
VOUTHI,VOUTHI,
reset threshold voltage,复位阈值电压,
1.25Msps,1.25兆采样/秒,
12-bit A/D converter,12位模数转换器,
2kΩ output impedance,2千欧输出阻抗,
high conversion rate,高转换速率,
sample rate multiplexed systems,采样率多路复用系统,
high input impedance,高输入阻抗,
DC errors,直流误差,
low input capacitance,低输入电容,
100ns acquisition times,100纳秒采集时间,
high source impedance,高源阻抗,
telecommunications,电信,
72dB,72分贝,
11.67 effective number of bits,11.67有效位数,
1Msps 12-bit A/D converters,1兆采样/秒12位模数转换器,
hybrids,混合型器件,
monolithics,单片式器件,
PolyPhase dual current mode controller,多相双电流模式控制器,
synchronous buck channels,同步降压通道,
output switching ripple current,输出开关纹波电流,
2-phase design,两相设计,
PolyPhase regulator,多相稳压器,
Figure 82.1,图82.1,
Schematic Diagram,原理图,
2.8V Output,2.8V输出,
serial output mode,串行输出模式,
data out pin,数据输出引脚,
serial clock pin,串行时钟引脚,
control pin,控制引脚,
internal shift clock,内部移位时钟,
external shift clock,外部移位时钟,
5psRMS jitter,5皮秒均方根抖动,
bit error rates,误码率,
telecom systems,电信系统,
AC and DC specification,交流和直流指标,
industrial instrumentation,工业仪器仪表,
telephony,电话通信,
analog input,模拟输入,
support circuitry,外围支持电路,
Figure 348.2,图348.2,
LTC1418 FFT,LTC1418快速傅里叶变换,
Figure 348.3,图348.3,
Input Common Mode Rejection vs Input Frequency,输入共模抑制比与输入频率关系,
LTC Application Note 70,凌力尔特应用笔记70,
A Monolithic Switching Regulator with 100μV Output Noise,一款具有100微伏输出噪声的单片开关稳压器,
Yi Sun,Yi Sun,
telemetry readback,遥测回读,
IIN,输入电流,
IOUT,输出电流,
external voltage dividers,外部电压分压器,
chip address,芯片地址,
1.8V/30A single phase digital power supply,1.8 V/30 A单相数字电源,
synchronous step-down,同步降压,
PMBus interface,PMBus接口,
digital control,数字控制,
monitoring,监控,
regulator parameters,稳压器参数,
MOSFET gate drivers,MOSFET栅极驱动器,
4.5V to 24V input voltage range,4.5 V至24 V输入电压范围,
0.5V to 5.5V output voltage range,0.5 V至5.5 V输出电压范围,
±0.5% output voltage accuracy,±0.5%输出电压精度,
Tom Hack,汤姆·哈克,
transformer leakage inductances,变压器漏感,
transformer winding resistances,变压器绕组电阻,
forced continuous conduction operation,强制连续导通模式,
Flyback converters,反激变换器,
multiple output synchronous flyback converter,多路输出同步反激变换器,
LT1210,LT1210,
100Ω twisted pair,100欧姆双绞线,
1:3 transformer turns ratio,1:3变压器匝数比,
Figure 439.1,图439.1,
Operational amplifier selection guide for optimum noise performance,运算放大器选型指南：实现最佳噪声性能,
audio frequency range,音频频率范围,
NO,输出噪声密度,
FH,上限频率,
FL,下限频率,
Equation (1),公式(1),
IN,输入电流噪声,
resistor noise,电阻噪声,
ER1,电阻R1与R2并联等效噪声电压,
ER2,电阻R2噪声电压,
audio preamplifier,音频前置放大器,
RMS sum,均方根和,
p–p noise,峰峰值噪声,
5.3μV,5.3微伏,
Figure 412.1,图412.1,
N-channel FET,N沟道场效应晶体管,
74C906,74C906,
open-drain hex buffer,开漏六缓冲器,
composite video,复合视频,
monochrome video,黑白视频,
disc capacitors,圆盘电容器,
Energy storage,能量存储,
bulk reservoir capacitor,大容量储能电容,
front board,前端电路板,
UV detection voltage,欠压检测电压,
diode losses,二极管损耗,
load voltage,负载电压,
5ms dropout period,5毫秒掉电周期,
E = (1/2)CV2 energy equation,E = (1/2)CV² 能量公式,
ΔV,电压变化量,
1J,1焦耳,
isolated flyback converter,隔离型反激式变换器,
current mode PWM controller,电流模式PWM控制器,
isolated power supply,隔离型电源,
secondary-side error amplifier,副边误差放大器,
VCM,VCM,
Figure 332.4,图332.4,
DC1500A Quick Start Guide,DC1500A快速入门指南,
Figure 332.2,图332.2,
Figure 332.1,图332.1,
Figure 332.3,图332.3,
HPF,高通滤波器,
Figure 477.2,图477.2,
10kHz–100kHz Bandpass Filter,10 kHz–100 kHz带通滤波器,
Figure 477.3,图477.3,
Passband Frequency Response,通带频率响应,
VIN = 2.2VRMS,输入电压 = 2.2 VRMS,
Output Buffer = LT1122,输出缓冲器 = LT1122,
Figure 485.6,图485.6,
Figure 111.1,图111.1,
30°C/W,30°C/W,
70°C ambient,70°C环境温度,
LT1076 data sheet,LT1076数据手册,
3.3V to 5V Dual Output DC/DC Converter,3.3V至5V双路输出DC/DC转换器,
load step transient response,负载阶跃瞬态响应,
RSET resistance,RSET电阻,
0Ω,0 Ω,
0A,0 A,
programmable reference,可编程基准,
battery 1,电池1,
battery 2,电池2,
3-diode mode,三二极管模式,
3DM,3DM,
dual battery charge-discharge system,双电池充放电系统,
PCB space,PCB空间,
Smart Battery,智能电池,
Figure 207.3,图207.3,
dV/dt shoot-through,dv/dt直通,
25A,25安培,
low ESR output capacitors,低等效串联电阻输出电容器,
inductor pads,电感焊盘,
CPU clock frequencies,CPU时钟频率,
supply currents,供电电流,
mobile CPUs,移动CPU,
core currents,核心电流,
single phase MOSFET drivers,单相MOSFET驱动器,
CPU supply voltage,CPU供电电压,
21V max,最高21伏,
25A Mobile VRM,25安培移动电压调节模块,
Figure 321.3,图321.3,
YPBPR to RGB video adapter,YPBPR转RGB视频适配器,
Figure 321.4,图321.4,
YPBPR to RGB Component Video Converter,YPBPR转RGB分量视频转换器,
vehicular video applications,车载视频应用,
closed-circuit video applications,闭路视频应用,
differential S/H,差分采样保持电路,
625kHz,625 kHz,
4.096VP–P,4.096 V峰峰值,
DC specifications,直流规格,
±1LSB,±1 LSB,
Figure 353.3,图353.3,
100kHz sine wave,100 kHz正弦波,
11.8 ENOBs,11.8有效位数,
Figure 353.4,图353.4,
STATUS pin,状态引脚,
charge current,充电电流,
100mA,100 mA,
50μA current source,50 μA电流源,
3-hour timer,3小时定时器,
ground pins,接地引脚,
feedthrough vias,通孔,
IC temperature rise,集成电路温升,
charger,充电器,
battery simulator,电池模拟器,
electronic load,电子负载,
adjustable lab power supply,可调实验室电源,
load resistor,负载电阻,
rated charge current,额定充电电流,
Charge Current and Battery Voltage for a Typical Charge Cycle,典型充电周期的充电电流和电池电压,
3-phase high efficiency VRM9.x power supplies,三相高效率VRM9.x电源,
Pentium 4 CPU,Pentium 4 CPU,
3-phase VRM9.x power supply,三相VRM9.x电源,
Pentium 4 microprocessor,Pentium 4微处理器,
PowerPak SO-8 MOSFETs,PowerPak SO-8 MOSFET,
65A output current,65 A输出电流,
RDS(ON) MOSFETs,导通电阻MOSFET,
lossless active voltage positioning (AVP),无损有源电压定位（AVP）,
output capacitor size,输出电容尺寸,
LTC1736 data sheet,LTC1736数据手册,
Design Note 224,设计要点224,
Figure 147.2,图147.2,
measured efficiency,实测效率,
load conditions,负载条件,
1.4V,1.4 V,
450kHz,450 kHz,
Conventional PolyPhase operation,传统多相操作,
light loads (≤10A),轻载（≤10 A）,
full load (0.6A),满载（0.6 A）,
TSET pin,TSET引脚,
internal junction temperature,内部结温,
thermal regulation feature,热调节功能,
ambient temperatures,环境温度,
fault detection,故障检测,
Figure 285.3,图285.3,
Figure 285.4,图285.4,
Figure 285.5,图285.5,
Figure 285.6,图285.6,
high gain of 120dB,高增益120 dB,
slew rates greater than 100V/μs,压摆率大于100 V/μs,
Figure 437.4,图437.4,
precision op amps,精密运算放大器,
Figures 437.2 and 437.3,图437.2和图437.3,
single op amps,单通道运算放大器,
duals and quads,双通道和四通道器件,
12MHz GBW to 70MHz GBW,12 MHz增益带宽积至70 MHz增益带宽积,
Table 437.1,表437.1,
Figure 437.2 • 10kHz Spot Noise vs Equivalent Source Resistance,图437.2 • 10 kHz频率点噪声电压与等效源电阻关系,
Figure 437.3 • 1kHz Spot Noise vs Equivalent Source Resistance,图437.3 • 1 kHz频率点噪声电压与等效源电阻关系,
Figure 437.4 • 10kHz Spot Noise vs Equivalent Source Resistance (High Speed Amplifiers),图437.4 • 10 kHz频率点噪声电压与等效源电阻关系（高速放大器）,
Best Op Amp for Lowest Noise vs Source Resistance,最低噪声运算放大器选型与源电阻关系,
SOURCE R (Req),源电阻（Req）,
BEST OP AMP,最佳运算放大器,
10Hz PRECISION,10 Hz精密型,
Figure 313.1,图313.1,
TFT LCD panels,TFT液晶显示屏,
"5V, 12V and 19V AC adaptors",5V、12V和19V交流适配器,
logic voltage,逻辑电压,
bias voltages,偏置电压,
1.2MHz internal clock,1.2MHz内部时钟,
4-output regulator,四路输出调节器,
4.5V to 22V,4.5V至22V,
Figure 296.1,图296.1,
Quad Output TFT LCD Power Supply with 4.5V to 8V Input Voltage Range,四路输出TFT液晶显示屏电源（输入电压范围：4.5V至8V）,
Figure 483.1,图483.1,
Figure 483.2,图483.2,
LTC1440 Family,LTC1440系列,
Figure 107.1,图107.1,
N-well,N阱,
substrate,衬底,
Figures 398.2 and 398.3,图398.2和图398.3,
RS422/RS485 standard,RS422/RS485标准,
Figure 398.5,图398.5,
Figure 398.6,图398.6,
System Common Mode Voltage,系统共模电压,
System Differential Voltage,系统差分电压,
Figure 398.7,图398.7,
Figure 398.8,图398.8,
Figure 398.9,图398.9,
Cable Length vs Maximum Data Rate,电缆长度与最大数据速率关系图,
data stream,数据流,
battery-powered devices,电池供电设备,
Figure 127.3,图127.3,
2-alkaline cell,2节碱性电池,
1A maximum output current,1A最大输出电流,
Figure 127.4,图127.4,
93%,93%,
RDS(ON) MOSFET,导通电阻MOSFET,
Si6466,Si6466,
1.4A,1.4A,
2% reduction in efficiency,效率降低2%,
2.5V gate threshold voltage,2.5V栅极阈值电压,
single cell Li-Ion battery,单节锂离子电池,
5V applications,5V应用,
Figure 146.2,图146.2,
Table 146.1,表146.1,
Figure 146.2a,图146.2a,
Coincident Tracking,同步跟踪,
Figure 146.2b,图146.2b,
Ratiometric Tracking,比例跟踪,
LTC3708 Design Features,LTC3708设计特性,
Section 28,第28节,
gain trim,增益调节,
offset summing,偏移求和,
filtering,滤波,
follower,跟随器,
Figure 411.4,图411.4,
A → D reference input,模数转换参考输入,
transducer excitation voltage,传感器激励电压,
Figure 411.5,图411.5,
Software Based Trimming,基于软件的调节,
parallel data bus,并行数据总线,
8-pin DIPs,8 引脚双列直插封装,
A/D circuitry,模数转换电路,
digital transmission,数字传输,
isolation boundaries,隔离边界,
LTC1090 data sheet,LTC1090 数据手册,
source code,源代码,
"Aleaf, Abdul",阿卜杜勒·阿莱夫,
"Richard, Lazovick",理查德·拉佐维克,
Microwire/Plus,Microwire/Plus,
National Semiconductor,美国国家半导体公司,
"Santa Clara, CA",加利福尼亚州圣克拉拉市,
Wescon '86,1986 年西部电子展,
Session 21,第 21 专题分会,
"Derkach, Donald J.",唐纳德·J·德卡奇,
Serial Data Transmission in MCU Systems,微控制器系统中的串行数据传输,
RCA Solid State,RCA 固态器件部,
"Somerville, NJ",新泽西州萨默维尔市,
"Kalinka, Theodore J.",西奥多·J·卡林卡,
Versatile Serial Peripheral Interface (SPI),通用串行外设接口（SPI）,
parallel and serial ports,并行端口和串行端口,
IEEE 802.3af Power over Ethernet,IEEE 802.3af以太网供电,
PD signature detection,受电设备签名检测,
power level classification,功率等级分类,
AC and DC disconnect detection,交流与直流断连检测,
powered devices (PDs),受电设备（PD）,
midspan power sourcing equipment (PSE),中跨供电设备（PSE）,
Figure 268.1,图268.1,
Autonomous 4-Port Power over Ethernet Midspan PSE,自主式4端口以太网供电中跨PSE,
Steven Martin,史蒂文·马丁,
EMV,EMV,
"Europay, MasterCard, Visa",欧陆卡、万事达卡、维萨卡,
ISO7816,ISO/IEC 7816,
Figure 382.1,图382.1,
SOC,荷电状态,
LTC6802 Battery Stack Monitor,LTC6802 电池组监控器,
Figure 197.1,图197.1,
3.3V Li-Ion Cell,3.3 V 锂离子电池,
switch leakage,开关漏电流,
break-before-make switch operation,先断后合开关操作,
charge injection,电荷注入,
digital inputs,数字输入,
logic compatible,逻辑兼容,
single or dual supplies,单电源或双电源,
fault currents,故障电流,
power supply voltage range,电源电压范围,
16-pin DIP,16引脚DIP,
narrow body SOIC packages,窄体SOIC封装,
8-to-1 analog multiplexer,8选1模拟多路复用器,
3-wire digital interface,3线数字接口,
bidirectional serial data,双向串行数据,
12-Bit Micropower LTC1286 ADC,12位微功耗LTC1286模数转换器,
Figure 347.3,图347.3,
2.7V to 4V battery current monitor,2.7V至4V电池电流监测器,
45μA,45微安,
LTC1152,LTC1152,
60dB SINAD,60分贝信纳比,
FFT curve,快速傅里叶变换曲线,
9.7 Effective Bits,9.7有效位数,
0A to 2A Battery Current Monitor,0安至2安电池电流监测器,
3V Battery,3伏电池,
SPI/MICROWIRE compatible serial interface,SPI/ MICROWIRE兼容串行接口,
adjustable reference input,可调基准输入,
2-channel,双通道,
software-selectable MUX,软件可选多路复用器,
5V or 3V operation,5伏或3伏工作电压,
ADC family,模数转换器系列,
DC and AC performance,直流和交流性能,
Printed circuit board layout,印制电路板布局,
switching regulator circuits,开关稳压器电路,
primary winding,初级绕组,
VR1,VR1,
secondary windings,次级绕组,
op amp power supply,运算放大器电源,
LT1171CQ,LT1171CQ,
surface mount devices,表面贴装器件,
heat sink mounting,散热器安装,
Figure 391.2,图391.2,
Table 1 Bill of Materials,表1 物料清单,
DESIGNATOR,标识符,
QUANTITY,数量,
DESCRIPTION,描述,
"Low distortion, low noise differential amplifier",低失真、低噪声差分放大器,
high speed ADCs,高速模数转换器,
communications transceivers,通信收发器,
power detection and control,功率检测与控制,
avalanche photodiode bias supply,雪崩光电二极管偏置电源,
long reach and fast data rates,长距离传输与高速数据速率,
"low power, high output current dual CFA",低功耗、高输出电流双电流反馈放大器,
xDSL line driving,xDSL线路驱动,
low cost 4Mbps IrDA receiver,低成本4 Mbps红外数据协会接收器,
MS8 and SO-8 packages,MS8和SO-8封装,
Figure 360.5,图360.5,
16-bit LTC2453 ADC,16位LTC2453模数转换器,
LTC2631 DAC,LTC2631数模转换器,
5V full scale,5V满量程,
squaring,平方运算,
square root,平方根运算,
integration,积分运算,
proportional-integral-derivative (PID) control,比例-积分-微分（PID）控制,
LT1991 op amp,LT1991运算放大器,
internal precision resistors,内部精密电阻,
LTC2631-LM,LTC2631-LM,
ESD transient,静电放电瞬态,
LT1180A,LT1180A,
2-bit DAC,2位数模转换器,
75Ω video cable,75欧姆视频电缆,
NTSC-related RGB video,与NTSC相关的RGB视频,
peak white,峰值白电平,
reference white signal,参考白信号,
4-Input RGB Router,4输入RGB路由器,
Figure 323.4,图323.4,
Logo Inserter,徽标插入器,
synchronous key signal,同步键控信号,
commercial television pictures,商业电视画面,
overlay signal,叠加信号,
crosshair,十字线,
reticule,分划板,
shipping containers,货运集装箱,
Figure 462.3,图462.3,
pendulous mass,摆动质量块,
amplifier,放大器,
positive feedback,正反馈,
latch,锁存,
Pilot Light Flame Detector,指示灯火焰检测器,
Low-Battery Lockout,低电量锁定功能,
Figure 172.4,图172.4,
dropout characteristics,压差特性,
Monolithic regulators,单片稳压器,
monolithic power transistors,单片功率晶体管,
high beta,高电流放大系数,
excellent saturation,优异饱和特性,
Figure 172.5,图172.5,
138 types,138型,
base drive loss,基极驱动损耗,
VIN–VOUT,输入-输出电压差,
2N4276,2N4276,
Germanium device,锗器件,
dropout performance,压差性能,
current limit characteristics,限流特性,
Short Circuit Current,短路电流,
30 Randomly Selected MJE1123 Transistors,30个随机选取的MJE1123晶体管,
VIN = 7V,输入电压为7V,
2MHz switching frequency,2MHz开关频率,
triple-output TFT circuit,三路输出TFT电路,
TFT-LCD panel displays,TFT-LCD面板显示器,
local bias supplies,本地偏置电源,
DSL modems,DSL调制解调器,
3mm × 3mm MS8E package,3mm × 3mm MS8E封装,
"2.5A, 0.12Ω, 40V internal switch",2.5A、0.12Ω、40V内置开关,
fixed frequency,固定频率,
flexible compensation,灵活补偿,
Figure 291.3,图291.3,
LT3489 Demo Circuit,LT3489演示电路,
Section 11,第11节,
VPP supply voltage,VPP供电电压,
Figure 194.2,图194.2,
Figure 194.3,图194.3,
auxiliary 13V to 20V unregulated supply,辅助13V至20V非稳压电源,
current-limited linear regulator,限流线性稳压器,
Dennis O’Neill,丹尼斯·奥尼尔,
PNP switch,PNP开关,
VSAT,饱和压降,
VCE sat.,集电极-发射极饱和电压,
VD,正向压降,
silicon diode,硅二极管,
power losses,功率损耗,
Switch Saturation Voltage,开关饱和电压,
Switch Base Current,开关基极电流,
Diode Forward Voltage,二极管正向压降,
Inductor Voltage,电感压降,
5V notebook computer system,5V笔记本电脑系统,
N-channel power MOSFETs,N沟道功率MOSFET,
Figure 334.3,图334.3,
LTC6915,LTC6915,
LTC236x family,LTC236x系列,
Table 334.1,表334.1,
108mV,108毫伏,
±54mV,±54毫伏,
50mV output current shunts,50毫伏输出电流分流器,
4mV,4毫伏,
voltage monitoring applications,电压监测应用,
±2.5V input range,±2.5伏输入范围,
Figure 339.1b,图339.1b,
high side current sensing,高端电流检测,
current source transistor,电流源晶体管,
Figure 339.1c,图339.1c,
low side sensing,低端检测,
negative supplies,负电源,
Figure 339.1d,图339.1d,
fully isolated supply,完全隔离型电源,
telecom transformer,电信变压器,
LT1790-5 series reference,LT1790-5系列基准电压源,
power and reference voltage,电源和基准电压,
DC monitoring problems,直流监测问题,
analog level shifting,模拟电平移位,
Table 436.1,表436.1,
Figure 436.1,图436.1,
±2.048V,±2.048 V,
DAC B,DAC B,
Figure 364.2,图364.2,
DAC A,DAC A,
Figure 364.3,图364.3,
42A DC/DC converter,42安培直流/直流转换器,
VID programmable attenuator,VID可编程衰减器,
CPU power supply,中央处理器电源,
LTC1709-8,LTC1709-8,
LTC1709-9,LTC1709-9,
2-phase controllers,双相控制器,
AMD Athlon Microprocessor Power Supply,AMD速龙微处理器电源,
James Wong,詹姆斯·黄,
Radio frequency devices,射频器件,
cordless telephones,无绳电话,
802.11 wireless LAN,802.11无线局域网,
satellite transceivers,卫星收发器,
fixed wireless access,固定无线接入,
wireless communications infrastructure,无线通信基础设施,
government regulation,政府监管,
RF receivers,射频接收机,
RF transmitters,射频发射机,
high frequency Schottky diode detectors,高频肖特基二极管检波器,
resistive tap,电阻分压采样,
aluminum,铝,
organic electrolytics,有机电解电容器,
LT1228,LT1228,
5k potentiometer,5千欧电位器,
"A3, Pin 5",A3的5号引脚,
Figure 444.2,图444.2,
1MHz bandpass,1兆赫带通,
Figure 444.3,图444.3,
Figure 444.4,图444.4,
full bandwidth,全带宽,
±2dB,±2分贝,
Figure 444.1,图444.1,
RMS Amplitude vs Frequency,均方根幅度与频率关系,
pulse transformers,脉冲变压器,
eight channel data acquisition system,八通道数据采集系统,
500V of isolation,500 V隔离,
1Ω resistor,1 Ω电阻,
CMOS multiplying digital-to-analog converters,CMOS乘法型数模转换器,
MDACs,乘法型数模转换器,
Figure 364.1,图364.1,
2- and 4-Quadrant Multiplying Capability,二象限和四象限乘法功能,
Kerry Holliday,凯瑞·霍利迪,
3-phase synchronous buck controller,三相同步降压控制器,
data processing systems,数据处理系统,
industrial equipment,工业设备,
DC power distribution systems,直流配电系统,
PGFB,PGFB,
step-down DC/DC converter,降压型DC/DC转换器,
thermal conductivity,热导率,
Figure 63.4,图63.4,
PC systems,PC系统,
Figure 404.4,图404.4,
Paul Marshik,保罗·马尔希克,
Figure 263.1,图263.1,
